V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
10845.9365234375,10851.275,10848.093,10852.946,10855.118,10847.916,10845.02,10850.146,10849.757,10850.987,10846.464,10851.695,10852.785,10842.549
2689.047119140625,2688.873,2693.912,2697.543,2689.4038,2689.5242,2692.8984,2694.1956,2700.777,2696.4475,2705.9294,2701.8967,2699.4194,2697.8342
2877.319580078125,2872.242,2875.9053,2883.9463,2877.8662,2878.4639,2877.9807,2878.8896,2876.7341,2879.5784,2884.8792,2885.724,2878.7202,2883.221
1930.3111572265625,1930.2238,1930.663,1931.892,1932.514,1930.8597,1932.6045,1931.7076,1932.4298,1934.787,1933.0316,1933.5602,1932.6615,1934.001
2567.021240234375,2562.731,2565.6604,2572.632,2567.6235,2568.4646,2567.6626,2568.7795,2565.825,2569.0989,2573.0078,2574.388,2568.542,2572.7373
1597.7266845703125,1597.8829,1598.0411,1598.5354,1599.3625,1598.3435,1599.6638,1598.5277,1599.2834,1600.9473,1600.068,1600.0564,1600.1676,1601.4817
2385.744384765625,2381.5405,2384.187,2391.408,2386.6675,2386.8574,2386.7346,2386.7559,2384.0544,2387.1475,2391.7896,2392.8557,2387.6577,2391.2908
1721.84423828125,1722.6163,1722.6321,1722.9442,1723.7561,1723.0084,1724.6343,1723.1895,1723.9127,1726.3713,1724.3951,1724.6719,1724.4313,1725.9738
426.43280029296875,426.6908,426.39526,427.8789,426.40146,427.0519,427.72052,427.71094,426.69388,427.29242,427.89075,426.75516,428.1398,427.6174
6408.4765625,6410.493,6410.865,6418.279,6413.357,6416.9,6411.2065,6414.849,6411.532,6409.3345,6426.6577,6419.127,6413.5215,6415.844
612.84765625,613.21826,612.7939,614.9259,612.80176,613.7378,614.6981,614.68463,613.2227,614.08386,614.94226,613.31085,615.3003,614.5503
2124.608642578125,2128.4148,2132.1975,2138.7812,2138.7085,2133.4368,2139.802,2147.7285,2144.9094,2141.9814,2137.7341,2144.84,2133.8618,2144.3643
1927.02099609375,1930.4775,1933.9033,1939.8809,1939.8173,1935.0359,1940.808,1948.002,1945.446,1942.7865,1938.9305,1945.3792,1935.4153,1944.9441
6754.61083984375,6761.2173,6761.541,6775.8086,6767.9243,6762.647,6770.869,6771.959,6769.998,6781.001,6757.683,6778.682,6757.0806,6773.767
2276.4189453125,2276.2234,2277.6553,2283.7236,2277.6777,2276.0317,2279.123,2277.1987,2277.0757,2280.3054,2280.484,2284.7747,2281.241,2280.0547
1662.2965087890625,1662.2352,1662.6018,1665.5067,1659.9657,1665.5172,1663.8114,1666.9312,1665.4424,1667.4679,1660.323,1663.5002,1661.9856,1664.7584
3781.93701171875,3783.2683,3788.1848,3793.5063,3789.2124,3786.3408,3791.4905,3796.2317,3792.341,3793.055,3789.5671,3795.8464,3787.8213,3796.1821
2440.67138671875,2445.2722,2449.7463,2442.6064,2444.1592,2447.5325,2447.254,2450.6685,2446.7805,2453.0813,2445.8904,2445.3945,2454.2117,2452.262
2286.37255859375,2291.9941,2293.542,2285.73,2293.0476,2291.1057,2290.204,2296.3774,2295.2996,2304.322,2288.9424,2292.8079,2302.399,2295.8123
2531.564453125,2551.6375,2550.6353,2559.8267,2551.297,2543.993,2552.0708,2558.2844,2573.4343,2573.6292,2555.5193,2575.2417,2549.154,2568.6565
3903.64404296875,3907.3345,3907.3154,3914.2634,3909.317,3907.2168,3909.9585,3910.4443,3915.412,3917.1907,3920.7715,3920.2114,3911.9163,3916.4875
6545.099609375,6597.1445,6596.258,6600.463,6598.8994,6575.422,6606.18,6609.175,6655.413,6601.762,6593.0977,6638.959,6587.2715,6621.403
7036.61181640625,7035.337,7052.4116,7040.838,7031.837,7040.815,7051.199,7044.0146,7039.129,7042.2485,7049.7427,7052.8994,7040.497,7049.704
1127.8358154296875,1128.1638,1129.1796,1128.7848,1127.4241,1128.2366,1128.418,1128.4078,1128.1093,1127.8427,1128.8904,1128.4705,1127.983,1129.224
8591.048828125,8595.276,8592.93,8599.109,8597.767,8594.38,8599.62,8593.689,8596.884,8593.405,8595.582,8592.879,8603.954,8590.883
1120.67822265625,1120.7354,1120.7279,1120.8691,1120.5692,1120.8503,1120.7976,1120.7408,1121.0593,1121.2263,1121.086,1120.9624,1121.0974,1120.684
10163.2880859375,10177.82,10183.159,10162.237,10163.941,10169.376,10165.702,10178.6875,10182.794,10188.112,10169.285,10173.179,10167.877,10176.247
1009.8475341796875,1010.11383,1009.54755,1009.75146,1009.85626,1010.2986,1009.691,1010.1403,1011.93823,1011.2143,1009.9345,1009.6564,1011.4064,1011.3518
10473.099609375,10473.5625,10481.875,10483.382,10475.827,10475.321,10475.89,10490.05,10480.848,10481.731,10477.911,10482.672,10473.54,10483.773
11079.78515625,11081.849,11090.788,11088.253,11078.859,11081.245,11082.35,11090.33,11086.071,11085.239,11085.485,11087.169,11078.572,11090.908
9926.06640625,9937.509,9940.419,9924.402,9925.469,9926.359,9932.574,9949.8125,9942.665,9952.633,9924.941,9931.253,9931.374,9933.276
1022.9924926757812,1024.1323,1024.7126,1022.8588,1023.1463,1023.1051,1023.5086,1025.0104,1024.8616,1025.7761,1023.2927,1023.60046,1023.3401,1023.65564
2882.828125,2889.966,2892.1309,2894.4336,2882.3452,2885.2437,2878.7786,2885.2812,2891.6812,2889.9236,2892.2026,2902.2666,2879.4062,2886.394
1107.85986328125,1107.9734,1108.0188,1108.0597,1107.902,1108.0359,1108.1903,1108.1825,1108.3031,1108.3739,1108.3762,1108.3342,1108.2849,1108.0443
2820.437255859375,2821.0542,2821.8188,2823.3547,2821.701,2821.6462,2822.0488,2821.9404,2823.943,2823.5918,2825.0981,2824.6868,2823.0183,2823.8171
1078.518798828125,1078.3633,1078.9906,1078.9972,1079.5624,1079.2966,1077.9515,1078.2394,1079.9341,1080.1539,1078.2284,1079.5258,1078.8468,1078.5717
10537.8740234375,10538.504,10539.069,10539.477,10538.136,10540.778,10541.402,10541.75,10542.666,10542.88,10544.2295,10542.397,10542.142,10540.066
1716.5103759765625,1717.4247,1718.3073,1718.8406,1716.9897,1717.1064,1716.0216,1717.7604,1716.9762,1717.8586,1717.5378,1718.6726,1718.0393,1716.7996
1674.90380859375,1674.9363,1675.902,1677.6812,1677.515,1674.8685,1672.2396,1678.1183,1676.845,1676.3414,1677.837,1678.5082,1674.8749,1675.3872
4919.0859375,4914.0376,4916.287,4923.816,4920.134,4921.163,4920.991,4921.4253,4918.3364,4915.975,4927.904,4923.386,4921.069,4922.641
4071.618408203125,4076.0127,4076.0574,4073.547,4069.9683,4070.1824,4075.5542,4073.4614,4081.8896,4080.9138,4071.3882,4074.8555,4079.294,4075.6252
3664.683349609375,3670.2397,3669.292,3676.6558,3689.281,3683.6814,3687.6375,3680.6182,3690.747,3676.8948,3685.0325,3679.5679,3691.0647,3686.4353
5650.0478515625,5634.6426,5643.8604,5661.7856,5644.8374,5641.5073,5642.8604,5636.906,5650.2197,5649.216,5636.4014,5653.2324,5649.7285,5660.1416
4712.27978515625,4715.5547,4714.2227,4717.489,4714.5796,4715.826,4717.2,4718.03,4718.522,4717.4434,4721.988,4721.661,4717.6987,4719.6963
1057.1580810546875,1056.5457,1057.0066,1060.4255,1058.9087,1060.886,1057.2678,1060.958,1053.4684,1053.0616,1064.4219,1060.7124,1057.9221,1059.0277
3554.763671875,3550.8513,3559.2297,3559.624,3565.0977,3554.6548,3566.7234,3565.5398,3567.0996,3561.8457,3554.9133,3563.2625,3556.627,3559.8088
1397.1793212890625,1399.3933,1402.1555,1400.9823,1395.0991,1399.0498,1395.6768,1398.2106,1400.3883,1403.0958,1391.9082,1397.9644,1401.3063,1399.7782
5150.1669921875,5151.7827,5161.2246,5163.9883,5140.4995,5137.6113,5134.0884,5147.16,5161.2607,5167.204,5138.097,5152.055,5157.562,5143.097
5534.9736328125,5539.743,5545.6567,5546.4575,5542.541,5543.4097,5542.775,5544.096,5543.6587,5545.3687,5544.654,5546.164,5542.205,5546.2036
3959.261474609375,3957.513,3954.9094,3952.6677,3954.7673,3960.0986,3955.465,3956.7175,3963.832,3965.9524,3952.2659,3951.761,3963.465,3960.862
4014.794189453125,4016.9033,4016.5823,4018.72,4020.2593,4016.8162,4023.7175,4018.9326,4026.1223,4019.6711,4022.4846,4020.8113,4029.144,4025.0215
2532.581298828125,2533.743,2535.4058,2535.9592,2533.9773,2534.7922,2532.7046,2530.9175,2535.5317,2536.399,2532.4578,2536.7053,2536.4316,2534.8096
1920.587158203125,1922.17,1923.4751,1923.0612,1920.3112,1920.9073,1919.8104,1920.4518,1921.2908,1922.4651,1921.3734,1922.5599,1922.4758,1920.327
1018.5474853515625,1018.9202,1018.53375,1018.5151,1018.2749,1018.6128,1017.8345,1018.2414,1020.4384,1020.0826,1018.3166,1018.40875,1019.78033,1019.55975
1669.3560791015625,1669.6532,1669.996,1669.7887,1669.4337,1669.4156,1670.0331,1669.2723,1670.2032,1670.3865,1669.1387,1670.0823,1670.9578,1670.1602
1642.9150390625,1643.4304,1643.8003,1643.8575,1644.187,1644.768,1645.2375,1643.9076,1642.8978,1644.4731,1645.3982,1643.1082,1645.8029,1645.3916
1805.703369140625,1804.9652,1805.8943,1806.9688,1807.1292,1806.2195,1805.8123,1806.0938,1804.4576,1806.0111,1807.4078,1807.4695,1806.9464,1807.2837
1936.2977294921875,1935.9481,1936.1571,1936.9673,1937.1199,1937.0208,1936.3658,1936.643,1935.799,1936.034,1937.8558,1936.9795,1936.7795,1937.5327
3199.310302734375,3210.2998,3205.365,3206.4858,3207.398,3204.1597,3206.9263,3205.288,3206.9224,3205.7708,3221.4597,3210.6387,3210.268,3207.8806
9897.2294921875,9901.577,9901.559,9897.189,9891.719,9895.996,9884.982,9888.406,9912.438,9914.652,9889.567,9896.419,9905.807,9900.453
2497.1552734375,2498.877,2499.9119,2497.5315,2497.3643,2498.756,2498.497,2498.7349,2498.1575,2499.6604,2499.3657,2500.4487,2500.828,2502.6716
1563.280517578125,1564.1929,1565.0465,1566.2689,1565.1925,1565.2021,1564.6426,1562.5829,1565.3727,1566.3936,1564.4396,1567.6038,1565.4827,1566.0405
1107.978515625,1108.1849,1109.0789,1108.8252,1107.8859,1108.1245,1108.235,1109.033,1108.607,1108.5239,1108.5485,1108.7169,1107.8572,1109.0908
2914.48486328125,2921.725,2923.3958,2924.7056,2914.809,2917.5493,2912.352,2915.5198,2922.3826,2922.9114,2923.6846,2932.271,2913.844,2918.224
1725.0650634765625,1726.0812,1726.2137,1725.1268,1725.0201,1725.6605,1724.6055,1726.7172,1725.7267,1726.4257,1727.603,1725.8467,1725.9656,1725.6266
6334.74853515625,6386.869,6357.8726,6410.0366,6378.1035,6360.464,6397.092,6339.666,6374.831,6388.1084,6424.058,6431.595,6384.0938,6400.714
7087.0654296875,7097.345,7109.6694,7094.3853,7095.296,7095.0425,7096.816,7107.476,7104.7534,7117.1724,7109.5957,7100.019,7102.991,7088.11
2153.77392578125,2150.1206,2150.1362,2157.6194,2156.818,2156.0894,2155.6558,2154.5227,2151.6687,2150.8882,2161.915,2155.9712,2156.1985,2157.6846
2251.589111328125,2247.0698,2247.179,2255.8794,2254.9927,2253.974,2253.7532,2252.5422,2248.5889,2247.878,2261.16,2254.2683,2254.1985,2256.1108
2041.35302734375,2039.2052,2038.4664,2043.637,2044.5209,2043.5748,2042.357,2042.0627,2037.6185,2039.2845,2045.7885,2042.7913,2042.9531,2044.4219
2053.077880859375,2050.9844,2050.3496,2055.2996,2056.4424,2055.452,2054.175,2054.071,2048.9033,2050.8157,2057.3574,2054.599,2054.43,2056.4255
2050.53955078125,2048.2,2047.5554,2053.4397,2053.256,2052.6597,2051.8008,2051.0146,2048.3252,2048.2698,2056.4797,2051.8452,2052.7065,2053.567
2071.692626953125,2069.5273,2068.9863,2074.0608,2075.0967,2074.068,2072.8193,2072.8047,2067.4102,2069.5574,2075.9612,2073.3704,2072.9329,2075.077
2322.078125,2317.3528,2317.4956,2326.5706,2325.6807,2324.0024,2324.1753,2322.4392,2318.0242,2319.1125,2331.2993,2325.2683,2325.1475,2326.5955
2146.8740234375,2144.5757,2143.6865,2150.113,2149.7737,2148.4534,2147.4768,2147.54,2143.2732,2144.4688,2152.0564,2148.61,2147.8037,2149.5437
2121.461181640625,2119.176,2118.3381,2124.3706,2124.4922,2123.1892,2122.1348,2122.1914,2117.6013,2119.1116,2126.3257,2123.1646,2122.4126,2124.2473
2041.1356201171875,2039.0034,2038.1819,2043.7042,2044.0343,2043.3041,2042.218,2041.6863,2038.1813,2038.949,2046.2234,2042.343,2043.0319,2044.0637
2096.735595703125,2094.4897,2093.8462,2099.3865,2099.9648,2098.7712,2097.627,2097.561,2092.634,2094.509,2101.2144,2098.52,2097.767,2099.8708
1908.4049072265625,1906.7842,1906.1373,1912.7267,1910.2213,1909.0927,1909.907,1909.8269,1907.932,1907.1334,1918.2393,1912.4391,1911.9688,1911.2937
9928.12890625,9957.948,9941.404,9953.543,9964.658,9947.316,9960.929,9965.048,9975.042,9988.685,9955.979,9989.551,9945.418,9972.865
929.5093383789062,928.89886,928.9527,932.15375,929.93506,929.8599,930.6413,931.1053,931.1952,930.7226,933.2446,933.12164,930.48303,931.15497
11986.251953125,11985.785,11983.076,11986.176,11986.037,11986.315,11992.669,11991.635,11987.307,11986.027,11994.846,11991.2295,11999.247,11990.246
1621.584228515625,1621.8204,1621.4865,1621.6456,1621.6763,1621.6697,1622.4781,1622.2356,1622.0203,1621.9734,1622.1259,1622.1544,1623.3074,1622.1432
7170.5458984375,7175.5396,7180.0537,7171.464,7172.88,7179.028,7175.952,7171.8633,7183.29,7186.658,7173.2896,7175.5654,7183.8384,7185.8657
9247.9453125,9247.335,9248.499,9251.338,9245.757,9250.539,9252.258,9248.314,9248.479,9249.925,9246.012,9248.385,9249.109,9248.321
11067.0185546875,11075.487,11074.742,11073.774,11069.167,11076.102,11074.132,11072.139,11067.782,11088.77,11075.945,11072.859,11088.926,11082.829
957.2625122070312,958.2268,958.1145,958.7966,958.36597,958.298,958.0868,959.2512,958.3927,958.2876,960.4448,960.42535,957.96545,959.87555
949.1666870117188,950.3545,949.818,950.72577,950.55835,950.4305,950.4177,951.2457,950.1315,949.9947,952.98474,952.7282,949.94183,952.2264
1313.896728515625,1315.0006,1315.3716,1315.6146,1315.3881,1315.5402,1315.0221,1315.9694,1315.4656,1315.5398,1314.8514,1316.1869,1314.2593,1315.7965
1261.009765625,1262.0706,1262.4298,1262.6431,1262.2874,1262.5848,1262.1171,1263.068,1262.5585,1262.5548,1261.8939,1263.1588,1261.3439,1262.8206
1332.000244140625,1333.1202,1333.4733,1333.7324,1333.512,1333.6519,1333.1007,1334.051,1333.5771,1333.6605,1332.9402,1334.3162,1332.3619,1333.9055
9228.904296875,9228.669,9241.188,9248.346,9234.422,9235.457,9213.511,9225.019,9247.533,9263.626,9244.517,9261.66,9248.188,9242.939
6963.9677734375,6966.0713,6974.9717,6974.828,6968.0625,6971.7246,6950.212,6957.7295,6977.9683,6992.7373,6970.8105,6981.5376,6980.3745,6972.3013
7469.912109375,7471.5737,7481.582,7482.97,7474.7886,7477.1523,7455.8013,7463.71,7485.4927,7500.4707,7478.168,7490.7705,7487.6543,7479.8945
6786.26416015625,6815.272,6832.6436,6851.842,6867.232,6820.4785,6874.4697,6913.2104,6920.5024,6911.144,6895.8755,6929.9424,6863.9854,6893.4663
8471.8369140625,8469.297,8494.06,8482.43,8475.549,8484.654,8502.252,8482.817,8515.398,8497.655,8501.124,8499.133,8529.709,8481.905
7792.0927734375,7825.4067,7845.3477,7867.3857,7885.0654,7831.382,7893.3745,7937.864,7946.2314,7935.4883,7917.962,7957.07,7881.3374,7915.189
1322.461669921875,1323.7898,1322.4305,1324.0198,1323.7665,1323.2991,1324.0641,1324.0055,1324.5676,1324.423,1326.271,1326.2428,1323.2336,1324.6923
9088.5390625,9086.18,9090.853,9107.322,9110.973,9091.214,9101.138,9111.615,9095.481,9109.599,9092.689,9103.404,9092.57,9108.175
9030.734375,9028.389,9033.03,9049.392,9053.023,9033.389,9043.247,9053.658,9037.631,9051.656,9034.855,9045.497,9034.738,9050.239
5239.2880859375,5240.909,5246.105,5248.9985,5244.072,5244.0454,5238.5596,5241.4316,5246.491,5250.784,5245.3823,5252.6416,5249.884,5248.9204
6923.1962890625,6923.293,6930.7173,6937.65,6930.0454,6928.5273,6923.874,6927.786,6933.4473,6937.582,6934.8306,6945.9824,6935.3286,6938.504
5617.40966796875,5618.7593,5624.4297,5628.1646,5622.686,5622.24,5617.0317,5619.951,5625.3833,5629.5815,5624.5786,5632.547,5628.5312,5628.208
9524.1640625,9553.086,9536.991,9548.89,9559.602,9541.981,9556.716,9560.248,9570.314,9583.112,9552.772,9584.73,9541.899,9567.511
1117.937744140625,1121.2156,1119.3723,1120.5706,1121.9587,1120.3292,1121.2172,1121.9117,1122.8169,1124.442,1120.5002,1124.2561,1119.4589,1122.8661
631.5850830078125,634.4508,632.3987,632.10016,632.6952,631.4477,631.62854,632.55804,632.38354,632.4071,633.58,633.14435,631.55566,631.867
955.4551391601562,956.1638,956.1366,957.5853,955.81104,956.73944,956.249,957.0692,957.1467,957.03406,958.25366,958.25653,956.4514,957.3599
10699.14453125,10706.604,10696.188,10710.968,10706.347,10702.761,10712.372,10715.609,10715.209,10706.878,10725.227,10726.733,10708.615,10716.011
1814.2813720703125,1826.7535,1825.1738,1824.648,1833.0898,1819.6162,1836.3665,1840.9987,1845.146,1845.9382,1842.6729,1850.7798,1831.8011,1837.1223
11589.6875,11731.157,11753.252,11872.246,11824.087,11697.447,11934.263,11979.385,12086.378,11954.24,11930.109,12137.186,11860.055,11903.129
6004.22607421875,5996.298,6009.2197,6024.041,6008.6265,6004.9824,6016.1143,6011.4775,6018.063,6023.3057,6016.488,6028.8467,6019.961,6019.136
11070.521484375,11119.998,11157.163,11202.131,11223.4,11141.762,11207.74,11290.938,11291.34,11280.486,11242.578,11309.568,11211.51,11280.937
11010.806640625,11013.023,11012.09,11021.813,11002.734,11020.312,11013.359,11018.356,11021.552,11017.349,11001.479,11010.715,11011.722,11012.135
7993.2138671875,7999.147,8002.839,8030.7085,8008.077,7986.477,7988.4893,7991.51,8009.361,8002.8975,8022.643,8056.7754,7993.4,8025.992
903.420654296875,926.2752,907.35266,913.63226,903.82214,908.9097,907.99164,897.91266,918.2672,908.8528,898.6234,909.0638,904.2036,896.33344
8012.64111328125,8023.319,8040.6,8044.8516,8047.8833,8055.773,8044.416,8028.558,8017.764,8038.4614,8078.5186,8057.7544,8036.841,8061.633
2968.6015625,3048.0771,3031.1248,3066.7734,3030.3997,3068.3027,3046.4004,2983.2246,2992.0938,3051.2017,3047.5613,3088.7964,3071.294,3034.8672
2894.3994140625,2941.0413,2983.7427,2899.0776,2909.4548,2935.269,2889.956,2924.6797,2962.483,2979.8845,2917.4453,2923.999,2985.856,3000.2043
3108.5009765625,3145.4543,3161.8027,3152.899,3182.2961,3175.8599,3142.021,3102.371,3105.2463,3216.1763,3248.572,3239.6511,3229.3398,3215.263
7017.4384765625,6998.8945,7024.4097,7050.719,7029.676,7027.1436,6996.045,7050.75,7072.077,7040.3516,7040.8174,7076.842,7000.3403,7036.9546
4502.3056640625,4505.765,4520.8184,4536.154,4521.853,4491.4976,4475.1504,4516.9326,4553.097,4517.47,4523.6387,4551.949,4488.9546,4513.5654
1163.09033203125,1162.7727,1163.2145,1163.3706,1163.2081,1163.3923,1163.3315,1163.2722,1162.6388,1162.9109,1163.5785,1163.7042,1163.6252,1163.5621
1267.843505859375,1267.5618,1267.8447,1268.2935,1268.0396,1268.233,1268.0544,1268.073,1267.3776,1267.4669,1268.696,1268.4526,1268.4028,1268.2261
1244.565185546875,1244.2949,1244.6116,1244.9806,1244.7556,1244.9519,1244.7927,1244.7848,1244.1145,1244.2219,1245.3411,1245.1733,1245.1407,1244.9763
6491.447265625,6493.1196,6489.957,6498.6523,6493.738,6498.0273,6492.7407,6496.363,6491.0347,6489.7417,6506.666,6498.0386,6496.422,6495.366
8136.6328125,8139.172,8134.6885,8146.878,8139.661,8145.5767,8138.754,8143.0347,8137.2617,8135.5728,8158.2266,8147.1816,8144.0063,8143.3413
347.6319885253906,349.06744,348.5833,349.23077,348.00607,348.2849,348.16147,349.17584,348.63153,347.95364,349.74835,350.20264,347.92194,348.54947
580.262939453125,579.31067,580.38434,581.8009,581.1408,580.5475,580.8307,580.3974,579.5572,580.65204,581.38434,582.11176,581.65094,581.22
12424.5703125,12418.616,12431.348,12425.805,12436.845,12428.074,12434.304,12423.736,12424.744,12439.398,12441.434,12424.504,12443.699,12430.454
10202.0498046875,10214.133,10207.592,10234.781,10231.826,10219.173,10238.761,10229.55,10243.784,10216.633,10236.935,10249.872,10228.803,10231.803
1513.3834228515625,1512.4926,1513.4447,1513.5874,1514.1619,1514.0184,1513.6627,1513.4504,1512.814,1513.6971,1514.3348,1514.056,1514.1151,1514.2684
6359.52880859375,6355.8755,6359.717,6360.6084,6362.721,6362.0757,6360.679,6359.76,6357.0835,6360.6025,6363.516,6362.3213,6362.4585,6363.0586
7433.98193359375,7437.9385,7451.5776,7456.282,7448.9146,7441.6562,7452.025,7459.165,7474.0073,7458.028,7444.639,7466.568,7445.767,7450.769
10589.39453125,10595.026,10614.454,10621.153,10610.654,10600.324,10615.093,10625.259,10646.401,10623.637,10604.57,10635.805,10606.176,10613.296
10090.1669921875,10104.577,10106.805,10111.727,10087.441,10091.871,10110.286,10100.452,10120.174,10121.381,10076.6,10108.229,10125.563,10105.277
13538.73828125,13544.708,13547.259,13551.523,13534.8545,13543.422,13549.2705,13551.889,13558.762,13559.206,13538.685,13557.624,13537.627,13536.123
20094.384765625,20133.082,20137.69,20199.422,20166.81,20130.047,20182.066,20201.0,20197.9,20233.232,20091.459,20185.514,20124.703,20188.87
24695.80859375,24696.715,24705.342,24697.412,24707.877,24697.734,24711.031,24727.781,24697.805,24727.176,24712.576,24709.564,24706.979,24710.947
1249.3660888671875,1248.8118,1250.4984,1251.9602,1249.52,1250.1804,1250.4585,1250.5383,1251.3074,1251.1099,1250.343,1252.0627,1249.4749,1250.3008
7349.130859375,7346.5493,7356.468,7355.15,7343.5254,7359.2383,7354.1533,7357.5273,7335.5854,7342.789,7361.1587,7357.246,7348.131,7348.453
13738.53125,13756.379,13749.225,13752.007,13749.736,13759.171,13760.921,13762.009,13759.089,13755.261,13770.056,13766.479,13761.667,13767.627
22180.083984375,22206.283,22199.613,22218.635,22213.156,22193.764,22215.27,22219.324,22238.002,22249.178,22218.568,22250.215,22209.41,22230.941
20583.638671875,20588.287,20587.617,20590.934,20584.291,20594.002,20589.98,20589.58,20591.29,20585.676,20603.172,20591.307,20588.053,20594.863
17606.3359375,17620.203,17608.309,17624.545,17624.766,17613.912,17635.48,17626.035,17646.352,17632.256,17652.412,17658.738,17627.793,17645.818
9777.7333984375,9784.794,9780.052,9776.168,9775.307,9778.279,9780.437,9774.993,9773.0205,9779.45,9780.8125,9780.982,9776.171,9779.306
10440.365234375,10447.903,10442.84,10438.69,10437.772,10440.944,10443.251,10437.437,10435.331,10442.2,10443.656,10443.832,10438.698,10442.04
3291.93115234375,3337.5986,3280.971,3314.6575,3311.8796,3331.3125,3311.1023,3312.32,3317.0454,3332.2285,3408.5278,3351.9404,3318.2485,3315.0396
5970.68701171875,6060.667,6021.8613,6131.401,6117.8555,6014.166,6173.456,6147.3027,6213.827,6164.3154,6282.955,6351.789,6122.2676,6223.664
1149.371337890625,1150.6638,1150.9431,1152.1433,1150.7019,1151.3918,1148.9691,1149.1727,1153.5217,1153.7616,1151.735,1154.8379,1150.1316,1151.4717
1148.8839111328125,1151.8962,1151.0371,1152.565,1152.4218,1150.9912,1151.9977,1150.1688,1150.353,1152.2393,1154.4163,1153.1436,1152.5972,1151.5594
8612.9677734375,8611.161,8615.243,8621.828,8626.221,8620.265,8624.058,8617.096,8614.04,8620.233,8624.559,8617.041,8624.011,8619.136
8748.0537109375,8747.749,8747.683,8758.668,8759.276,8750.555,8760.236,8755.785,8754.125,8761.146,8750.17,8756.961,8751.139,8753.3125
8606.0322265625,8604.07,8606.251,8613.39,8615.751,8610.532,8613.985,8608.684,8604.359,8611.384,8607.314,8608.484,8610.913,8607.298
8740.07421875,8743.403,8740.466,8755.871,8751.241,8744.725,8757.436,8752.659,8752.758,8755.92,8739.458,8755.194,8744.712,8749.102
1038.366455078125,1037.9397,1038.5143,1038.8137,1038.3129,1038.6051,1038.7117,1038.5869,1038.5034,1038.9154,1038.2526,1038.8802,1038.5742,1038.6642
