V1,V2,V3,V4,V5,V6
4590.6103515625,4688.0146,4768.737,4907.496,5044.7793,5127.3867
3714.7978515625,3688.688,3692.5093,3670.4846,3670.2424,3664.7205
5467.7568359375,5496.082,5542.108,5614.7085,5704.844,5753.806
1283.6171875,1300.4647,1314.714,1336.8914,1359.4504,1372.2567
1707.978515625,1722.285,1737.9579,1754.1456,1779.608,1793.5471
3445.664794921875,3483.489,3527.2856,3599.4568,3688.04,3735.876
1169.116943359375,1170.1868,1177.013,1185.8706,1198.7292,1206.0095
4039.15576171875,4055.7961,4100.173,4176.766,4267.665,4318.3315
678.8466796875,1263.727,2454.0923,1780.144,2964.4756,2887.67
3831.496826171875,3926.7888,3994.645,4052.5369,4137.3135,4171.419
4749.65283203125,4863.6367,4968.6157,5072.779,5218.8433,5290.626
14681.66796875,14895.434,15078.882,15239.56,15506.741,15605.911
5892.90283203125,6181.645,6491.9707,6859.868,7255.4062,7526.701
2941.47119140625,3059.603,3189.6929,3344.9,3502.3303,3604.0242
10234.791015625,10524.02,10811.112,11134.781,11479.722,11669.286
10182.5556640625,10426.461,10669.671,10942.448,11236.572,11402.403
6450.087890625,6775.1333,7124.8667,7514.8887,7948.77,8231.564
6458.9853515625,6784.6543,7134.8516,7525.623,7960.3687,8243.677
6711.380859375,6732.952,6805.5,6775.446,6867.108,6822.1914
2515.8623046875,2534.0483,2552.792,2574.453,2596.205,2607.5151
18612.837890625,18781.297,18940.896,19123.275,19311.877,19404.46
8180.67333984375,8237.719,8285.968,8339.62,8400.357,8420.807
18280.71875,19282.29,20221.707,21612.719,23202.035,24190.0
20709.88671875,21719.406,22838.348,25181.324,27682.793,29006.547
9049.05859375,9670.921,10376.455,11294.008,12219.168,12828.843
2816.765625,3010.1414,3216.7202,3492.5652,3791.442,3985.1594
12647.73046875,13679.118,14682.934,16076.038,17693.66,18728.367
2166.5859375,2280.76,2384.967,2527.9429,2700.2266,2804.211
10110.3828125,10412.98,10543.879,10794.497,11095.579,11270.008
10086.4599609375,10198.694,10311.605,10449.853,10617.117,10732.032
10138.794921875,10361.122,10584.213,10829.215,11110.615,11274.775
9865.021484375,10054.734,9994.027,10183.748,10375.3545,10471.625
10158.11328125,10422.965,10858.727,11089.983,11799.484,11881.031
10343.0537109375,10817.547,11230.863,11699.223,12307.464,12688.668
13575.974609375,13920.359,14310.65,14868.334,15390.827,15757.313
10840.6787109375,11136.809,11486.95,12041.652,12582.702,12906.574
10335.6806640625,10647.906,10972.156,11400.339,11890.267,12173.928
10029.5,10074.335,10135.281,10156.738,10264.886,10268.338
9970.4580078125,10028.98,10160.416,10131.154,10275.278,10291.339
10189.48046875,10418.782,10622.416,10848.478,11086.334,11185.602
9941.1982421875,9949.576,9987.137,9984.31,10029.789,10113.091
9803.0771484375,9904.874,10031.111,10005.095,10132.477,10082.067
10439.5966796875,10799.984,11150.1,11590.843,12072.422,12395.488
10261.7578125,10371.398,10473.105,10407.788,10447.83,10540.223
10259.234375,10338.273,10399.712,10292.533,10216.594,10309.611
10152.47265625,10188.351,10199.394,10184.697,10153.79,10167.696
10183.166015625,10259.925,10351.183,10401.764,10444.977,10494.477
10256.6923828125,10499.788,10794.6455,11103.605,11452.779,11702.217
9850.5849609375,10153.668,10451.609,10754.078,11141.926,11329.339
4761.4755859375,4845.517,5171.568,5182.702,5539.631,5332.5996
3594.3115234375,3640.812,3800.9998,3757.7322,3840.4082,3572.1523
4539.37158203125,4717.7725,4905.315,5131.505,5363.101,5508.7505
10002.12109375,10536.111,11253.621,11065.273,11656.747,12080.17
9542.78515625,9865.29,10174.746,10502.89,10906.453,11110.444
3719.24072265625,3722.6511,3727.2024,3729.1284,3732.4875,3735.5935
1579.30712890625,1610.4705,1643.451,1692.5074,1739.9089,1758.7205
2528.427978515625,2592.1,2579.9956,2614.1294,2644.3354,2629.1396
9768.5224609375,10155.886,10181.685,10350.257,10636.307,10526.283
9882.833984375,9978.838,10007.884,10030.655,10059.221,9940.713
729.7062377929688,791.25073,949.3248,934.03046,1182.1573,1036.2122
6229.9111328125,6266.804,6366.8247,6499.232,6352.984,6247.3643
8002.65185546875,8053.8457,8119.9287,8268.9795,8412.221,8463.281
1618.24658203125,1675.8254,1735.7125,1750.8728,1892.7432,1922.2476
8040.35009765625,8049.7173,8069.4297,8082.4146,8115.7095,8114.0728
6645.70556640625,6667.1846,6696.3013,6675.7104,6712.134,6678.705
6488.9326171875,6498.1836,6499.3564,6493.737,6495.0117,6510.8506
7366.34619140625,7407.5464,7448.6816,7482.9175,7522.3345,7543.963
6412.59423828125,6431.1694,6446.4497,6455.7764,6483.9243,6483.6436
8729.4833984375,8748.523,8744.861,8752.517,8761.73,8752.67
8098.62109375,8114.351,8118.472,8127.5425,8157.782,8144.0728
8379.1884765625,8362.091,8430.688,8409.471,8462.053,8385.629
1620.953369140625,1629.826,1624.8975,1606.2289,1597.4952,1652.0793
8839.572265625,8927.782,9000.842,8977.919,9095.617,9082.256
3643.828857421875,3649.3281,3660.0066,3708.1458,3738.2334,3760.8704
1787.8841552734375,1808.4705,1834.1458,1852.6097,1876.1909,1892.8394
2057.12548828125,2057.4595,2070.8481,2061.6792,2083.4856,2067.2124
2120.011962890625,2126.9155,2128.7234,2143.2434,2171.836,2165.5583
3097.42041015625,3097.6313,3133.9924,3149.9592,3171.8113,3125.9805
1205.5404052734375,1221.4011,1269.1335,1242.4021,1271.7563,1287.2368
2500.76416015625,2515.4243,2530.8877,2524.64,2535.9543,2534.1204
2006.433837890625,2008.5049,2034.525,2033.7844,2042.0474,2035.7845
2705.13623046875,2723.7334,2745.407,2749.8494,2744.402,2739.5115
1266.1339111328125,1275.0897,1281.9253,1277.761,1274.1558,1277.5366
1820.29296875,1822.2031,1825.5046,1830.1204,1821.7728,1828.2523
1895.0809326171875,1909.8356,1921.4918,1922.19,1936.8585,1940.3003
1628.936279296875,1633.278,1634.9517,1632.1128,1631.8348,1637.3247
2159.74560546875,2176.1482,2179.175,2194.477,2203.0952,2215.9143
2180.5537109375,2208.004,2212.9226,2177.838,2165.1511,2253.7554
1823.65625,1838.238,1869.3937,1879.6198,1845.16,1836.0288
2517.68798828125,2517.4893,2520.8284,2523.1794,2510.484,2504.5642
1910.385009765625,1891.8276,1907.3374,1899.4556,1919.8767,1926.0222
3961.20703125,3897.6636,3848.1204,3737.288,3673.4656,3841.6094
2244.2666015625,2246.953,2238.981,2240.0017,2246.9307,2251.76
2389.4501953125,2385.1953,2398.3882,2415.1157,2440.2214,2456.987
2433.900390625,2429.4067,2435.2861,2474.7886,2501.6892,2503.254
7956.94091796875,7956.902,7977.437,7959.326,7969.326,7972.4507
4231.388671875,4301.272,4359.9453,4355.3486,4399.388,4437.0645
6991.48046875,7008.6885,6992.4565,7022.3076,7030.9253,7001.1865
9442.52734375,9425.095,9443.126,9469.899,9481.513,9501.371
3369.90283203125,3402.9492,3476.875,3455.993,3522.5784,3502.227
6756.79052734375,6758.5176,6766.204,6777.7485,6796.752,6796.37
8211.7236328125,8239.057,8264.116,8250.557,8290.137,8314.176
7251.1591796875,7252.3633,7257.575,7260.7744,7261.5293,7256.749
4801.341796875,5016.0107,5247.6885,5483.041,5682.2637,5753.089
10973.794921875,11355.988,11774.988,12348.4375,12923.229,13314.355
8790.53515625,9032.018,9279.062,9815.673,10351.555,10627.214
3387.9970703125,3554.599,3733.3506,3949.052,4180.281,4310.714
3371.626708984375,3473.054,3585.622,3717.5981,3840.2354,3927.7068
11556.1123046875,11777.726,11943.814,12174.146,12484.824,12587.369
10332.755859375,10703.29,11017.284,11632.13,12183.933,12503.251
6309.47509765625,6528.01,6731.633,6919.292,7173.926,7388.404
4334.2861328125,4541.3086,4698.26,4909.918,5146.8984,5295.5557
4783.52099609375,4770.8315,4782.627,4777.3564,4801.6963,4833.139
4606.333984375,4775.6245,4977.8936,5188.093,5370.456,5527.591
5340.81298828125,5499.8467,5666.204,5880.619,6095.95,6282.5176
13170.224609375,13756.676,14353.703,15072.471,15830.799,16344.289
8151.45068359375,8358.144,8545.458,8842.297,9138.545,9242.13
2262.858154296875,2367.3364,2479.0015,2611.9707,2751.1162,2848.2805
6872.7470703125,6952.627,7066.083,7187.9976,7262.5645,7331.018
2925.87890625,3041.144,3169.376,3319.1711,3469.6426,3572.7585
8612.8076171875,8773.247,8957.056,9269.261,9521.62,9666.465
2015.250244140625,2084.2334,2148.2603,2189.0566,2254.7993,2308.864
7811.37060546875,7841.348,7996.8193,8058.665,8151.792,8233.099
10219.541015625,10271.483,10487.015,11023.367,11429.754,11669.122
3246.6455078125,3247.6528,3279.8213,3271.1042,3280.622,3282.6868
12208.6923828125,12513.112,12881.148,13366.9375,13718.139,13883.261
3346.05615234375,3446.9678,3556.7837,3689.1387,3819.012,3913.481
3138.244140625,3290.5103,3452.5269,3648.5981,3856.5454,3973.2202
3367.86474609375,3468.337,3579.993,3711.9507,3833.3054,3919.2703
5359.9560546875,5577.6636,5825.6133,6076.893,6381.9937,6606.4395
3089.796142578125,3142.2026,3206.1453,3287.4863,3360.985,3414.228
9126.3740234375,9171.968,9192.717,9240.731,9306.865,9310.8
11893.134765625,12253.65,12644.937,13197.455,13733.297,14077.453
3039.903564453125,3147.7378,3253.831,3423.282,3590.396,3687.4187
7010.9736328125,7098.3296,7183.01,7279.01,7393.7046,7449.6924
10228.7216796875,10611.482,11063.112,11286.4,11713.54,12138.75
15958.203125,16445.826,17172.484,18032.951,18925.488,19471.527
13595.03515625,13992.367,14411.636,14856.64,15351.302,15657.295
3380.60546875,3469.3115,3550.708,3709.7622,3870.5176,3955.5994
8775.513671875,9109.739,9481.273,9991.397,10542.643,10882.66
6570.3134765625,6784.6255,7015.4434,7339.1475,7665.5356,7883.675
3193.308837890625,3321.9463,3447.3982,3589.1772,3748.7256,3828.2407
2120.454345703125,2136.2085,2143.1167,2128.2815,2122.362,2157.8633
18502.08984375,18822.125,19154.61,19597.238,20020.676,20296.51
3263.36279296875,3339.212,3411.8525,3504.8472,3587.0356,3628.3845
3519.949462890625,3534.977,3540.7935,3552.9778,3576.5693,3609.7466
1118.766357421875,1126.865,1140.7861,1141.5739,1159.7078,1172.2526
4032.11376953125,4195.5957,4347.621,4510.0195,4689.1294,4774.2437
1625.9140625,1657.647,1715.4664,1765.8444,1825.2498,1861.2198
1960.947998046875,1976.1254,1986.9849,1983.7097,2001.2006,2014.3716
4097.71142578125,4172.928,4285.56,4338.3647,4417.6694,4510.077
8923.5556640625,9151.108,9406.004,9763.203,10149.32,10378.577
2228.36962890625,2266.8599,2303.928,2344.95,2379.8274,2384.48
11667.2255859375,11897.09,12140.73,12428.602,12732.943,12942.897
2021.962890625,2044.0392,2067.9932,2096.7651,2125.137,2143.5112
1337.4041748046875,1338.9644,1338.7717,1337.0192,1338.1031,1339.8643
2048.32568359375,2057.2283,2065.1904,2074.7136,2084.0095,2088.0776
4596.20458984375,4619.8716,4644.0815,4672.2744,4700.6914,4717.764
2222.15576171875,2222.5576,2223.134,2221.9036,2222.2178,2221.9502
10024.271484375,10131.525,10241.905,10372.734,10502.891,10583.45
7734.2919921875,7561.8857,7360.4556,7570.968,7473.3057,7575.4424
4248.4970703125,4343.648,4394.2725,4594.0264,4779.8,4860.063
5433.44921875,5421.9253,5409.2764,5406.1104,5395.302,5448.523
11175.65234375,11137.331,11081.433,11106.334,11135.03,11213.481
9016.521484375,8955.05,8945.0205,8977.732,9028.083,9071.142
12594.84375,12452.047,12456.75,12698.713,12798.714,12908.037
10318.109375,10245.924,10236.727,10287.528,10313.855,10361.698
3283.3642578125,3276.1787,3294.1445,3304.1074,3321.7756,3345.642
5733.7294921875,5666.7983,5635.8774,5579.5605,5601.0396,5617.474
6942.98828125,6953.264,6957.8647,6976.9497,6965.5376,7012.56
4674.64111328125,4729.262,4750.808,4696.663,4687.8594,4812.419
5196.98974609375,5220.4014,5247.649,5220.577,5205.868,5333.6763
7980.1767578125,7876.504,7839.372,7785.4253,7756.2373,7767.858
5724.45166015625,5835.649,5901.9355,5767.416,5736.4385,5961.55
11111.71875,11069.357,10990.943,11050.682,11098.769,11181.432
3294.16162109375,3300.037,3392.4888,3346.7915,3398.3496,3331.0632
4879.03173828125,4868.8384,4840.322,4863.295,4913.279,4933.017
3378.220947265625,3399.3413,3391.706,3365.0554,3350.2275,3404.6353
9060.1875,8998.486,8989.458,9022.009,9071.886,9114.927
7283.34326171875,7333.198,7343.9395,7533.0015,7716.8,7786.0005
3033.745849609375,3011.6575,3013.3513,2992.8608,2995.3044,3007.7695
5033.2744140625,5010.0703,4981.6655,4995.8335,5017.573,5027.3257
4686.15185546875,4740.208,4761.3286,4707.152,4697.5117,4821.8057
5055.0283203125,5441.046,5747.795,5885.704,5904.064,5886.9824
2964.664794921875,2973.5183,2984.742,2962.8372,2959.1045,2973.1096
7453.17822265625,7396.6733,7409.4346,7394.649,7396.53,7376.7812
5094.60498046875,5104.7046,5081.2104,5099.478,5111.691,5181.1553
3138.72216796875,3107.966,3102.383,3038.807,2999.9836,3082.4038
8263.0576171875,7978.31,7775.541,7994.5947,7830.3447,7979.7783
1480.9918212890625,1474.0637,1465.0065,1469.4844,1470.2325,1484.5996
8273.1142578125,8592.063,8886.945,9249.52,9738.884,10046.163
11348.2607421875,11397.406,11430.853,11438.396,11404.388,11415.655
1491.039306640625,1477.365,1475.7078,1475.575,1482.1685,1483.6938
9502.1259765625,9601.826,9839.577,9642.53,9815.276,10051.957
6825.783203125,6836.4653,6903.036,6873.5615,6824.975,6999.818
10579.1044921875,10509.553,10565.514,10505.979,10518.163,10630.218
1150.3232421875,1148.1986,1143.1449,1156.7441,1169.5928,1176.5112
9894.205078125,9889.11,9852.213,9904.8545,9960.775,10043.249
4170.27197265625,4182.822,4288.54,4255.9395,4330.1616,4248.9233
4185.9580078125,4189.5625,4237.8403,4219.0034,4253.773,4159.2896
5157.3115234375,5195.4927,5258.965,5270.516,5282.5957,5236.96
1161.701416015625,1158.0259,1151.2847,1157.0204,1163.1052,1171.6836
4808.0869140625,4702.7256,4660.51,4681.882,4645.812,4690.4253
6330.0234375,6337.9917,6360.07,6370.677,6405.4775,6381.0215
9882.19140625,9858.113,9813.978,9870.97,9922.104,9998.598
7427.9794921875,7427.7026,7467.656,7470.3867,7468.599,7449.4727
7410.884765625,7346.675,7344.1504,7516.4346,7499.798,7646.2417
7299.89013671875,7328.4824,7425.3936,7488.831,7624.908,7720.4556
3864.95654296875,3827.323,3817.5703,3772.5789,3759.0476,3783.93
3479.488525390625,3496.9502,3532.895,3582.433,3640.0515,3703.4517
3878.05029296875,4086.8843,4306.1846,4532.324,4770.587,4923.0127
7128.2509765625,7533.1504,7918.8965,8391.662,8878.076,9217.479
2586.97802734375,2603.1956,2602.9392,2608.4966,2617.4265,2607.925
4011.1240234375,4016.2896,4026.112,4029.639,4049.277,4046.0928
19404.009765625,20028.953,20724.707,21576.406,22401.096,22966.547
14675.306640625,15322.741,15940.287,16511.98,17207.812,17520.389
9086.7841796875,9423.379,9703.065,10018.325,10358.85,10393.174
9085.0517578125,9490.376,9901.869,10503.703,11117.647,11486.816
6298.54150390625,6419.5376,6583.9688,6715.0327,6932.034,7094.502
17359.7421875,17882.895,18411.057,19511.965,20615.459,21208.832
4121.98095703125,4272.1846,4421.247,4577.3447,4751.5137,4866.6357
3303.5771484375,3477.8232,3668.3652,3919.3667,4192.054,4367.9307
12360.0048828125,12855.574,13393.838,14008.988,14635.486,15071.508
11632.5908203125,12120.516,12690.711,13440.883,14156.41,14605.289
10235.8408203125,10244.523,10258.264,10280.153,10304.325,10310.935
9582.224609375,9611.313,9639.896,9680.705,9713.403,9723.326
10061.03125,10067.037,10074.058,10085.283,10064.901,10088.149
8408.0693359375,8486.454,8570.854,8555.549,8583.844,8442.29
4509.5439453125,4566.6187,4634.3735,4775.3286,4893.424,4943.596
7214.50390625,7253.423,7309.132,7355.063,7390.081,7427.532
10317.5703125,10745.597,11163.455,11562.972,12104.848,12525.369
3657.48193359375,3740.06,3823.701,3911.3833,4007.318,4071.476
2023.7413330078125,2026.2885,2025.6456,2025.1727,2024.7875,2035.0217
7369.06396484375,7477.365,7567.9507,7647.0186,7763.5664,7770.6846
3233.5224609375,3319.1497,3406.0508,3512.1096,3608.6392,3665.687
4250.08349609375,4283.8413,4318.9556,4351.4683,4386.2026,4396.4116
1114.7548828125,1123.3873,1137.8492,1138.574,1156.8647,1169.413
3197.324462890625,3197.4363,3213.2114,3209.6343,3212.6553,3220.1091
2279.559326171875,2293.1604,2305.2195,2310.6572,2316.6152,2324.8557
12410.98828125,12745.807,13128.971,13479.855,13864.57,14143.816
6942.927734375,6944.134,6972.221,6970.7603,6938.131,6960.8853
2628.616455078125,2695.3875,2752.2217,2835.7576,2937.4365,3001.285
1985.896484375,2019.1682,2046.1348,2069.1597,2100.5803,2112.0417
10546.4580078125,10764.461,11033.854,11128.033,11325.754,11554.309
4310.9345703125,4329.815,4364.2666,4479.253,4547.8003,4581.05
9825.826171875,9905.691,10025.978,10248.227,10403.575,10470.604
13305.34765625,13745.169,14203.599,14707.67,15231.221,15586.549
7031.3935546875,7157.7803,7301.0093,7572.0576,7781.2275,7886.98
1689.0697021484375,1737.4431,1793.315,1850.3108,1912.0522,1953.8038
2291.480712890625,2369.5247,2451.25,2541.6328,2638.7517,2705.8687
8306.646484375,8323.231,8373.168,8451.472,8349.228,8244.834
4750.12109375,4929.1064,5065.4746,5185.2646,5357.8403,5350.3374
3818.9912109375,3855.456,3861.7935,3858.285,3884.2793,3957.3535
1969.0975341796875,2014.6078,2067.8777,2132.3633,2195.207,2239.4038
986.9834594726562,984.22424,994.75256,993.18494,999.6915,987.3003
2647.260009765625,2707.105,2763.011,2820.0596,2886.2673,2917.2207
2282.315185546875,2372.2874,2490.1992,2623.0278,2756.6414,2862.2603
7176.58447265625,7125.5376,7209.9043,7388.165,7485.9873,7581.3906
4845.4951171875,5021.6865,5220.934,5423.4766,5706.677,5903.328
8173.21923828125,8301.599,8415.172,8542.599,8687.307,8742.94
8647.2822265625,8734.09,8850.286,9178.722,9459.058,9617.063
3657.244140625,3739.597,3823.1006,3910.7703,4006.6985,4071.0017
10906.2587890625,11139.502,11405.952,11778.241,12047.728,12216.254
4188.6572265625,4421.4834,4672.0283,4982.6504,5301.5195,5520.769
3130.478515625,3176.1921,3223.0376,3277.2026,3330.0427,3362.253
7665.626953125,7731.5215,7832.9688,7821.808,7866.5996,7977.1113
4034.2294921875,4070.8494,4121.8975,4221.374,4318.438,4377.2583
1125.1583251953125,1126.4677,1126.9032,1127.3556,1128.2188,1128.6921
10547.703125,10769.552,11042.753,11141.611,11344.42,11576.55
8593.3779296875,8732.501,8873.547,9060.555,9223.063,9284.092
6888.2646484375,6906.8,6987.0845,7067.7314,7128.291,7197.966
9187.23046875,9286.13,9442.05,9516.89,9638.205,9767.359
8236.5830078125,8278.662,8318.001,8290.274,8279.055,8356.363
1064.343994140625,1072.4788,1083.2828,1095.3706,1103.2748,1101.8593
4534.681640625,4541.9185,4550.752,4550.828,4562.0806,4554.3066
1727.1031494140625,1731.2894,1738.8682,1736.972,1737.2421,1742.5331
7414.5888671875,7437.7344,7453.533,7450.2285,7436.7554,7489.9956
3305.27685546875,3358.1743,3426.766,3517.6265,3597.5088,3643.459
2454.18603515625,2456.9114,2462.92,2472.795,2459.2102,2441.3167
3768.486328125,3694.6807,3702.633,3751.054,3734.3972,3768.6006
4039.022705078125,4020.121,4055.079,4092.924,4133.1777,4172.968
4773.61279296875,4781.5967,4802.224,4797.148,4819.368,4805.569
1409.9833984375,1412.2802,1417.6844,1415.2875,1408.4812,1416.8021
2042.1982421875,2041.0706,2031.3722,2067.4226,2087.9688,2112.81
1723.738037109375,1728.0791,1735.3094,1733.2737,1733.1771,1739.0648
2125.4208984375,2132.8462,2132.3054,2119.919,2122.547,2146.7927
1819.31982421875,1835.3517,1834.8325,1819.8583,1823.4258,1864.9905
8721.205078125,8416.455,8319.545,8203.349,8079.3193,8293.039
2711.437744140625,2716.7043,2718.803,2727.1353,2730.3582,2729.4216
3462.6484375,3524.2947,3566.4426,3609.3496,3665.3328,3687.359
4075.7841796875,4106.1836,4131.063,4172.9263,4204.4585,4228.4297
8810.4267578125,8920.767,9012.452,9084.036,9204.834,9199.128
5018.494140625,5043.935,5070.0293,5093.32,5118.031,5121.5522
1688.7108154296875,1719.9702,1748.0135,1774.047,1815.6597,1819.0315
1549.6478271484375,1553.8074,1565.1487,1569.9509,1585.5853,1577.2861
1423.858642578125,1425.9313,1427.0116,1427.092,1427.1848,1429.0975
1128.6356201171875,1130.7152,1133.3032,1152.0156,1159.475,1162.0845
6222.14453125,6367.7354,6527.555,6716.632,6859.8213,6927.4155
3945.3017578125,3807.8743,3815.0752,3821.5828,3818.377,3913.4978
10016.1044921875,10295.69,10609.947,10940.399,11288.81,11547.047
6226.486328125,6227.554,6223.0513,6224.657,6218.7017,6277.044
12496.7939453125,12723.556,13008.628,13087.42,13285.294,13525.416
6465.0107421875,6565.3315,6668.227,6768.801,6873.8564,6981.6553
4159.759765625,4165.818,4172.238,4169.86,4170.0674,4177.5312
7955.40771484375,8129.1436,8283.759,8500.057,8712.223,8832.596
8783.47265625,8925.043,9084.365,9445.542,9782.625,9954.0625
998.6893310546875,1000.8451,1007.3862,1016.98627,1004.05786,991.2537
7906.84619140625,8039.3726,8185.869,8372.624,8555.862,8688.307
6065.53955078125,6180.7007,6296.6655,6436.65,6617.8213,6752.4004
4109.10107421875,4200.5547,4291.559,4406.2437,4524.025,4594.5996
4476.62451171875,4599.905,4709.22,4742.7124,4835.4414,4924.8755
1494.076171875,1514.1005,1526.0616,1540.6368,1564.9146,1553.7109
2359.7333984375,2364.0696,2369.9626,2366.7197,2367.7197,2375.23
2954.84521484375,2963.592,2973.0364,2982.6284,3000.4229,3005.8215
5025.755859375,5045.224,5108.4126,5331.115,5462.449,5526.163
12568.7470703125,12645.105,12782.365,12906.205,13035.556,13139.477
1972.6163330078125,1973.693,1987.9076,1991.6458,1998.498,1992.2289
5183.2158203125,5239.1914,5277.84,5265.1733,5308.828,5353.681
2431.98095703125,2433.4436,2446.2825,2485.2175,2507.368,2526.5151
2215.827392578125,2217.685,2224.7117,2225.6167,2238.5706,2246.1377
3579.694091796875,3603.3757,3616.9766,3628.0698,3645.6484,3645.5974
1633.775390625,1655.6498,1668.3131,1683.3505,1709.5342,1698.5642
1168.7808837890625,1163.2114,1166.4978,1165.0195,1163.8904,1165.7874
1465.48681640625,1472.2325,1480.4003,1482.3191,1495.6625,1488.8042
12095.1865234375,12076.692,12152.251,12256.702,12314.512,12416.281
1803.47998046875,1827.9452,1848.3318,1871.2994,1898.4971,1907.7734
2677.289794921875,2672.8623,2701.7454,2710.1692,2729.781,2665.1523
1554.7435302734375,1569.8173,1582.8325,1593.725,1609.0063,1617.4863
5997.81103515625,6016.793,6058.063,6087.913,6129.6553,6162.1562
1077.991943359375,1081.2231,1081.9685,1083.271,1082.8792,1093.5796
7700.50048828125,7719.119,7755.6226,7773.8784,7781.009,7765.047
5432.1572265625,5559.5894,5706.756,5854.2764,6016.966,6122.284
4434.2060546875,4563.306,4691.967,4815.7344,4965.169,5053.2397
1534.8331298828125,1553.2668,1573.6973,1600.0774,1620.464,1632.217
1333.9593505859375,1341.0773,1348.5778,1357.4497,1366.3224,1371.987
2664.3896484375,2697.281,2729.8323,2768.62,2806.912,2828.8774
2291.183349609375,2347.2664,2407.9578,2480.4102,2553.2397,2601.3972
20565.220703125,21484.742,22465.484,23809.709,25308.451,26276.121
11780.64453125,12254.666,12777.684,14064.284,15117.68,15744.683
19067.859375,19758.613,20477.0,21368.287,22239.902,22754.367
2255.897705078125,2268.768,2292.7231,2299.19,2291.46,2339.0757
3704.456787109375,3824.9595,3949.8142,4075.6802,4225.621,4340.8086
8715.5634765625,9069.098,9448.352,9898.33,10393.863,10733.984
6188.9501953125,6541.8955,6932.9526,7414.3115,7879.892,8144.839
6524.6162109375,6673.1953,6801.6436,6980.7305,7211.9863,7286.5977
2467.076416015625,2539.4424,2619.0908,2704.8403,2799.6445,2861.3708
3836.355712890625,3968.991,4111.1255,4294.955,4456.72,4553.394
1893.021728515625,1917.5441,1962.5815,2027.287,2095.5664,2124.4746
10760.453125,11009.273,11290.752,11662.331,12117.897,12417.765
4728.248046875,4945.1953,5206.666,5524.907,5877.637,6101.877
3306.479248046875,3469.8462,3655.4292,3901.2417,4138.6084,4296.2246
2642.54052734375,2727.7178,2822.281,2962.5918,3131.8455,3238.1157
14665.857421875,15360.66,16144.395,17917.8,19471.682,20366.143
19736.99609375,20393.016,21070.82,21947.018,22776.773,23238.043
4370.0888671875,4472.5576,4582.3545,4819.6924,5045.464,5171.836
5250.0908203125,5418.353,5602.131,5845.356,6092.01,6260.619
10228.2451171875,10538.177,10912.141,11453.568,11973.986,12290.426
8563.7490234375,8724.855,9040.002,9706.234,10192.109,10458.706
10373.708984375,10528.447,10615.504,11044.67,11366.011,11424.235
2061.35791015625,2106.0908,2145.1445,2223.149,2284.6646,2311.3484
6174.4150390625,6374.643,6626.132,7259.8286,7834.8564,8123.632
9021.4892578125,9133.99,9331.461,9732.505,10042.336,10238.712
3573.100830078125,3764.522,3970.6108,4273.3447,4585.6,4770.2373
10362.66796875,10624.475,11061.513,11830.521,12438.04,12846.5
3758.155517578125,3893.061,4026.875,4200.195,4391.431,4489.161
11484.82421875,12234.831,13002.627,14008.426,15059.795,15555.613
2281.11328125,2402.0117,2531.3794,2690.8315,2880.5894,2999.351
15519.671875,15852.772,16159.968,16502.447,16886.389,17093.76
1188.17236328125,1219.5276,1226.8794,1182.7725,1248.6016,1332.4373
