V1,V2,V3,V4,V5,V6
20413.23046875,21602.227,23191.844,25338.27,27295.7,30154.926
9096.396484375,9764.799,10565.279,11399.127,12234.102,13139.376
2830.30126953125,3037.974,3276.3845,3528.1345,3775.8542,4076.8193
12704.51953125,13814.185,15021.434,16280.522,17537.172,19264.406
2176.621337890625,2301.6594,2416.3774,2550.4343,2693.69,2871.732
10139.271484375,10357.025,10686.113,10801.214,11074.714,11187.246
10088.095703125,10207.508,10352.867,10458.893,10622.376,10776.981
10152.111328125,10373.832,10646.757,10852.13,11123.401,11348.879
9985.134765625,10029.6455,10070.368,10116.48,10181.912,10239.912
9976.4345703125,10246.27,10942.214,11912.0625,12137.781,11801.279
10305.8525390625,10748.354,11364.697,11672.295,12355.805,12791.387
13686.005859375,13967.298,14436.439,14970.408,15471.037,16066.325
10778.75390625,11126.024,11715.027,12172.021,12767.183,13307.984
10300.1650390625,10630.554,11037.98,11446.723,11872.28,12286.155
10036.4501953125,10095.524,10224.984,10288.766,10314.826,10298.022
9952.1591796875,10052.193,10190.842,10254.128,10278.521,10275.064
10220.6669921875,10450.333,10706.927,10923.492,11158.236,11331.579
9966.4794921875,9989.362,10010.247,10050.9375,10105.5625,10091.195
9947.9169921875,10031.443,10168.973,10326.002,10267.159,10256.274
10472.845703125,10891.978,11265.724,11683.324,12093.264,12637.989
10224.369140625,10321.228,10431.683,10469.572,10451.158,10640.266
10243.6064453125,10380.647,10418.249,10477.23,10389.996,10336.16
10152.01171875,10231.035,10230.0625,10228.904,10252.091,10231.252
10176.9482421875,10282.041,10377.967,10441.176,10444.894,10539.647
10238.1396484375,10530.619,10864.146,11052.663,11376.605,11741.442
9891.09765625,10176.715,10574.413,10914.973,11265.181,11483.352
4440.2490234375,4744.9688,4980.747,5332.9604,5291.9717,5191.092
3553.246337890625,3642.2014,3671.9514,3729.6057,3860.231,3253.9526
4566.103515625,4754.2466,4972.5776,5187.6255,5403.906,5621.474
10461.0703125,10868.227,11427.094,11666.85,12025.111,12047.957
9573.4541015625,9888.345,10290.314,10635.621,11012.856,11274.047
3724.0400390625,3722.4824,3723.0103,3722.286,3728.7183,3730.1733
1578.111328125,1605.0581,1647.9597,1686.5071,1729.0333,1757.1963
2525.32373046875,2562.8264,2615.644,2597.943,2611.2896,2622.896
10026.140625,9900.571,9980.644,10192.087,10244.056,9829.463
9749.056640625,9846.853,9881.385,9822.692,9901.907,9867.403
616.7964477539062,699.56165,849.24786,1170.8934,1122.938,1049.0571
6042.34814453125,6099.9424,6103.8057,6181.237,6138.182,6146.799
7968.9794921875,8034.5566,8187.543,8344.227,8497.956,8634.653
1671.111328125,1732.2168,1768.2114,1858.6733,1840.3567,1859.4464
8042.802734375,8080.372,8073.1504,8118.114,8125.079,8143.654
6674.78662109375,6690.9316,6711.289,6708.124,6694.5166,6685.3394
6480.615234375,6493.174,6498.418,6499.2505,6494.9175,6510.509
7362.91015625,7404.131,7451.0674,7480.7637,7499.7314,7553.6387
6416.82275390625,6436.8916,6459.271,6457.344,6481.3105,6491.492
8751.2119140625,8750.566,8749.626,8762.451,8747.375,8740.105
8092.07470703125,8097.545,8108.022,8117.255,8117.819,8134.697
8346.2216796875,8393.626,8388.616,8378.324,8380.736,8355.878
1585.1710205078125,1616.4977,1620.0284,1613.4167,1601.1954,1647.7823
8873.5458984375,8926.23,8959.678,9025.728,9002.538,8999.006
3624.06982421875,3635.8574,3664.8525,3678.112,3699.0574,3742.1743
1786.325927734375,1807.272,1831.1282,1853.9684,1860.6317,1889.6532
2064.817626953125,2079.6816,2080.5708,2102.5005,2090.7373,2076.504
2126.970458984375,2126.81,2137.0447,2155.5623,2165.404,2178.6765
3058.368896484375,3091.7466,3106.8472,3126.1301,3105.5723,3111.8745
1209.473388671875,1261.7389,1245.9095,1252.0154,1235.6228,1243.7922
2487.395751953125,2528.724,2502.9556,2551.8892,2507.0059,2518.0352
2005.738037109375,2014.7881,2019.8867,2036.1133,2030.7169,2008.7764
2682.41943359375,2712.4924,2698.1257,2690.927,2714.914,2724.7327
1254.386474609375,1267.8535,1263.2692,1268.4557,1265.9027,1289.6953
1822.635498046875,1822.1862,1815.2179,1819.0106,1826.5956,1810.1212
1906.8011474609375,1915.2104,1911.654,1906.8016,1899.6705,1892.1049
1631.23974609375,1634.2858,1634.5529,1637.0273,1639.5012,1646.464
2173.78857421875,2187.41,2183.5132,2191.9868,2183.4617,2191.3284
2124.94580078125,2167.2178,2163.9343,2148.5952,2124.4812,2184.2246
1847.1036376953125,1886.4874,1878.7694,1871.0801,1855.3004,1824.3264
2484.02490234375,2488.6377,2488.3745,2491.5632,2496.3818,2491.3513
1926.8487548828125,1877.0464,1906.8822,1910.251,1929.9299,1963.8718
3648.40234375,3685.8962,3678.7454,3677.3503,3655.3613,3707.7168
2232.966796875,2203.2002,2193.3374,2197.5051,2174.3726,2180.1692
2386.759033203125,2401.0688,2390.372,2392.927,2424.5767,2470.324
2403.191162109375,2405.4539,2393.5632,2430.3303,2411.7134,2460.1348
7953.02490234375,7954.4307,7947.7847,7945.5723,7928.009,7896.7896
4270.494140625,4332.344,4356.2036,4386.856,4341.695,4437.5166
7025.46826171875,7042.416,7041.653,7040.036,7044.8003,7047.911
9466.11328125,9420.21,9387.008,9407.794,9419.105,9434.058
3396.19384765625,3440.1362,3432.7185,3474.5046,3342.9504,3344.9165
6773.4423828125,6783.354,6779.751,6790.152,6793.2554,6807.607
8208.927734375,8246.654,8273.753,8283.566,8280.055,8326.214
7253.369140625,7255.738,7258.566,7260.6084,7261.1646,7262.1836
4866.91796875,5085.59,5418.505,5594.542,5831.34,5956.249
11031.662109375,11437.155,11898.382,12446.844,12909.34,13538.324
8809.029296875,9100.308,9453.523,9950.561,10425.034,11040.864
3402.2841796875,3548.147,3753.8625,3937.6792,4137.1177,4300.8657
3388.7314453125,3505.3135,3633.5261,3753.8132,3851.609,4005.3408
11568.97265625,11737.766,11959.783,12197.516,12389.121,12563.322
10384.08203125,10853.952,11181.936,11726.91,12153.894,12757.766
6285.9580078125,6529.984,6750.169,6921.576,7100.5093,7457.8706
4323.22509765625,4506.131,4751.0156,4880.296,5108.4136,5276.829
4782.775390625,4752.1104,4757.0024,4775.05,4752.8867,4798.1006
4615.5751953125,4779.861,5030.8203,5229.7285,5374.8955,5623.323
5338.77294921875,5536.7295,5713.0596,5877.5176,6011.6157,6401.1055
13274.115234375,13944.955,14629.002,15272.848,15901.273,16792.232
8162.3798828125,8300.379,8532.455,8784.738,8952.9375,9139.668
2277.92236328125,2393.3867,2516.4775,2632.7407,2756.017,2904.0947
6868.31298828125,6991.385,7130.331,7266.34,7296.371,7507.059
2938.853515625,3060.7798,3207.5176,3346.1587,3484.5146,3634.7585
8653.4326171875,8755.309,9004.885,9318.749,9520.109,9739.619
2021.9373779296875,2100.032,2178.7168,2220.5535,2276.5764,2378.9004
7748.7080078125,7836.427,8009.4277,8168.1777,8186.5547,8416.513
10133.560546875,10313.668,10800.912,11300.383,11737.178,12407.629
3245.005615234375,3265.6606,3266.7944,3265.4036,3258.204,3266.4832
12312.142578125,12541.73,13047.467,13561.651,13866.127,14179.138
3364.232421875,3475.1765,3598.232,3717.9487,3827.353,3977.085
3154.109375,3285.558,3471.2837,3642.885,3821.9731,3961.0908
3384.982421875,3500.0542,3627.8115,3748.4392,3845.225,3995.8584
5357.6162109375,5595.742,5924.947,6131.213,6349.4707,6773.104
3091.783935546875,3152.9404,3242.5796,3309.1033,3360.0151,3470.4941
9066.4521484375,9106.133,9147.493,9191.455,9211.622,9238.852
11883.4052734375,12319.358,12827.045,13328.361,13821.408,14341.321
3058.42138671875,3195.57,3287.2725,3437.3315,3586.6396,3778.232
7038.4658203125,7120.5596,7238.4956,7351.543,7427.4097,7496.8174
10116.1884765625,10588.263,11091.158,11380.387,11668.49,12440.253
15819.115234375,16396.043,17610.387,18410.654,19126.076,20355.078
13629.0537109375,13991.705,14500.074,14910.514,15382.648,15785.329
3371.79443359375,3471.0596,3565.5083,3719.023,3812.8342,3991.5098
8769.1103515625,9111.039,9558.11,10042.324,10513.076,10989.174
6603.40478515625,6842.197,7127.3853,7420.757,7676.7734,8052.256
3208.822021484375,3314.309,3458.0674,3582.0386,3717.2605,3812.2148
2102.371826171875,2128.2485,2105.259,2083.5164,2088.8186,2110.9536
18546.42578125,18923.045,19296.781,19747.264,20060.324,20521.182
3277.7822265625,3364.4482,3455.9546,3541.1072,3613.8254,3699.1462
3527.47705078125,3545.2603,3565.6016,3565.2434,3573.5125,3585.1729
1119.890625,1133.5845,1138.8644,1150.7013,1154.4264,1162.5344
4050.94921875,4207.9736,4391.787,4561.0073,4730.4585,4857.7583
1598.8994140625,1639.7463,1733.7107,1790.6355,1844.1042,1929.2466
1957.334716796875,1975.9106,1986.0419,1988.0208,2015.7712,2044.3766
4045.095703125,4144.4556,4253.834,4335.366,4381.485,4559.127
8891.7705078125,9111.569,9429.354,9765.504,10112.725,10385.295
2242.095703125,2281.1584,2335.426,2367.2463,2395.637,2417.7832
11703.12109375,11969.615,12240.749,12489.084,12745.723,13092.494
2024.3701171875,2048.1282,2075.1997,2099.9932,2126.0686,2153.465
1336.6531982421875,1338.4386,1335.9144,1335.325,1334.1243,1330.6177
2049.838623046875,2059.363,2069.1702,2077.8035,2086.5068,2094.7405
4598.5693359375,4623.824,4651.3267,4676.8354,4703.344,4730.173
2221.932373046875,2222.341,2221.2937,2220.929,2220.117,2218.388
10035.8125,10155.351,10280.2,10393.843,10513.635,10643.752
7261.5712890625,7280.1616,7407.4434,7515.604,7719.375,7682.234
4284.296875,4343.8623,4368.037,4501.3794,4701.6733,4833.328
5372.455078125,5349.014,5307.412,5296.629,5291.501,5303.8647
11491.31640625,11646.368,11426.457,11341.815,11474.476,11773.751
9259.6083984375,9346.84,9221.89,9217.276,9312.123,9581.076
12573.8955078125,12555.402,12341.471,12513.824,12845.316,13109.891
10513.1357421875,10547.807,10446.708,10541.955,10683.987,10865.125
3356.094970703125,3401.0808,3383.887,3379.252,3400.3127,3484.6743
5785.2470703125,5792.4087,5719.519,5647.84,5635.4395,5805.563
7088.51513671875,7247.406,7180.256,7091.1177,7098.5977,7288.993
4595.5068359375,4674.622,4649.5425,4607.9365,4586.0356,4728.0605
5132.8818359375,5201.075,5235.341,5274.616,5226.718,5259.865
8217.541015625,8112.0938,7986.96,7904.8564,8009.1187,8134.929
5980.66162109375,6149.491,6277.167,6306.455,6361.5024,6644.1436
11383.0888671875,11542.717,11265.742,11192.094,11358.926,11678.684
3285.80810546875,3364.286,3296.5405,3234.9258,3313.1436,3265.8994
4938.3876953125,4911.421,4841.957,4859.348,4897.8257,4963.2686
3320.075439453125,3352.2817,3343.7144,3343.729,3321.8213,3326.74
9306.0185546875,9395.829,9271.606,9266.493,9362.181,9632.968
7448.095703125,7632.5464,7482.1533,7612.256,7778.466,8079.713
3056.364013671875,3036.0447,3021.611,2995.02,2995.717,3033.6428
5082.0869140625,5044.037,4939.7373,4975.9614,4995.927,5084.462
4606.02685546875,4684.995,4659.974,4618.529,4596.793,4738.5957
4674.7265625,4876.8867,5053.67,5821.505,5147.9316,5005.698
2957.003662109375,2979.6135,2976.4106,2967.6309,2969.4087,2992.6868
7494.9765625,7369.6016,7344.6196,7280.421,7304.13,7241.7925
5164.74755859375,5152.6396,5071.757,5046.0435,5046.4883,5103.352
3032.942626953125,3103.2117,3088.7258,3067.7957,3076.0625,3141.1055
7950.912109375,8011.2715,8252.871,8465.931,8643.981,8808.746
1516.6773681640625,1539.7761,1502.6235,1487.4196,1509.9185,1552.4342
8323.287109375,8669.692,8984.952,9314.007,9725.499,10260.965
11286.4287109375,11364.8125,11397.438,11454.66,11349.419,11300.676
1501.849365234375,1495.8381,1471.8982,1471.2429,1488.6498,1512.0624
9278.146484375,9291.39,9338.577,9360.514,9325.152,9712.3125
6730.40380859375,6848.9155,6926.5303,6983.875,6912.2524,6989.2666
10939.3984375,11152.676,11038.7295,10956.387,10958.988,11471.811
1180.1370849609375,1192.0546,1168.9575,1171.7063,1188.9171,1220.7897
10208.11328125,10342.893,10154.539,10095.201,10176.912,10449.58
4188.458984375,4277.4473,4214.8057,4156.2314,4258.5005,4205.022
4153.06201171875,4191.719,4160.1797,4147.6323,4125.34,4096.1206
5176.5537109375,5224.3496,5188.1826,5158.299,5242.43,5228.3906
1194.382568359375,1208.9044,1184.8579,1179.5264,1194.618,1224.6924
4788.953125,4662.001,4665.6904,4682.285,4656.6074,4723.795
6349.0087890625,6373.74,6379.305,6419.03,6400.6665,6373.354
10190.20703125,10316.091,10109.683,10088.55,10219.068,10464.614
7439.0771484375,7454.316,7472.4185,7485.0825,7456.4844,7456.8
7333.24755859375,7370.702,7397.246,7495.008,7574.618,7853.921
7204.05419921875,7239.8257,7404.6865,7496.454,7599.2754,7778.3853
3899.1962890625,3939.7488,3914.98,3837.703,3854.1265,3962.0308
3498.24853515625,3547.3374,3568.2363,3576.7312,3628.8044,3721.0222
3912.124755859375,4133.6025,4395.64,4620.0156,4853.132,5118.1494
7172.5009765625,7674.333,8129.336,8547.561,8912.16,9495.837
2609.198486328125,2621.8982,2618.3652,2632.4011,2619.4346,2611.0935
4007.51611328125,4016.3875,4033.0361,4054.586,4057.094,4051.841
19487.015625,20153.527,20939.547,21724.121,22460.55,23314.477
14674.7890625,15295.254,16173.398,16716.531,17492.68,18021.254
9147.1044921875,9462.887,9993.034,10431.037,10977.147,11355.088
9145.751953125,9635.219,10040.674,10565.883,11102.68,11787.105
6257.65234375,6342.0547,6549.915,6692.84,6805.1826,7064.036
17267.11328125,17888.25,18616.629,19578.371,20437.176,21749.965
4145.59716796875,4301.28,4476.074,4605.727,4769.625,4920.271
3310.51171875,3493.2603,3712.7627,3948.401,4180.63,4434.74
12422.876953125,12962.278,13579.06,14134.848,14700.643,15386.324
11689.55078125,12221.09,12912.986,13599.387,14221.543,14929.81
10224.2744140625,10237.71,10257.215,10272.227,10283.722,10309.119
9599.7177734375,9640.674,9679.312,9710.883,9742.665,9776.953
10052.4306640625,10067.168,10089.68,10087.581,10089.592,10055.043
8467.380859375,8500.832,8524.898,8563.438,8494.894,8486.804
4510.8701171875,4568.795,4605.0503,4703.4556,4819.3804,4901.911
7195.57373046875,7243.5005,7297.568,7364.619,7370.5,7483.668
10282.220703125,10710.337,11193.33,11570.678,11967.246,12539.002
3664.4189453125,3757.6357,3852.6719,3939.359,4029.0146,4137.6426
2027.67431640625,2041.3157,2032.6482,2020.747,2023.0211,2051.8271
7371.1416015625,7499.0874,7625.798,7734.498,7846.489,7892.7334
3247.45849609375,3343.1714,3447.71,3545.7236,3630.9492,3732.9893
4255.900390625,4294.1807,4342.602,4365.9727,4392.4717,4425.7183
1116.540283203125,1130.4108,1135.9032,1147.9108,1152.0181,1159.885
3198.010009765625,3180.9324,3195.9175,3210.6274,3202.2056,3218.0784
2276.197509765625,2293.3955,2308.5334,2322.2466,2321.173,2340.649
12410.5498046875,12749.236,13160.874,13463.705,13811.041,14205.103
6911.6591796875,6939.591,6968.5293,6953.966,6979.308,6943.9785
2624.2919921875,2698.461,2751.8557,2830.481,2898.0603,3016.3464
1988.1802978515625,2025.4355,2066.6445,2087.9312,2117.9248,2151.477
10504.302734375,10801.587,11099.72,11248.808,11370.846,11776.446
4311.14794921875,4343.116,4385.622,4481.5054,4526.9297,4655.4995
9824.4326171875,9907.613,10095.536,10320.982,10406.359,10602.134
13366.541015625,13855.008,14392.841,14844.018,15309.814,15881.377
7041.3935546875,7147.698,7337.5347,7602.5957,7704.924,7931.63
1696.0130615234375,1740.0544,1809.3081,1863.5542,1923.2087,1982.1135
2300.286865234375,2385.91,2479.1758,2560.298,2648.648,2750.6885
8126.5390625,8167.7817,8166.876,8197.567,8170.0356,8203.758
4802.27392578125,4984.622,5167.863,5316.0825,5475.934,5528.999
3854.783203125,3897.0586,3880.8613,3874.036,3856.2915,3899.0994
1976.3587646484375,2033.2135,2097.7957,2149.2913,2198.1196,2280.4495
979.6636962890625,983.78876,982.9927,983.7167,982.70575,972.2032
2649.023681640625,2708.3257,2778.9443,2842.2534,2901.576,2963.9019
2297.924072265625,2385.3271,2500.3757,2626.8218,2729.5393,2927.9268
7087.48974609375,7071.3916,7102.658,7190.8,7213.569,7402.2803
4812.6630859375,5026.5654,5269.335,5424.0923,5643.6543,5992.912
8210.78125,8344.356,8483.421,8603.776,8752.949,8851.316
8670.9921875,8793.4,8995.57,9295.029,9585.414,9944.516
3664.120361328125,3756.9175,3851.8657,3938.4006,4028.1877,4136.369
10966.5869140625,11277.273,11623.706,11914.255,12123.764,12483.494
4222.71435546875,4480.201,4755.3643,5029.0474,5302.3076,5652.452
3135.8154296875,3186.4014,3241.883,3296.823,3343.5703,3397.8247
7531.3466796875,7666.3955,7673.5996,7739.907,7742.3706,7746.587
4023.02294921875,4061.1226,4119.85,4208.837,4289.8945,4396.3867
1126.546142578125,1127.4562,1127.694,1127.1732,1127.9269,1130.5011
10508.1650390625,10807.871,11110.094,11260.651,11387.004,11797.944
8720.77734375,8848.114,9079.37,9290.193,9363.174,9458.149
6885.033203125,6965.3555,7101.749,7168.245,7241.984,7433.7007
9088.703125,9187.984,9373.818,9493.273,9540.97,9810.089
8288.9833984375,8335.802,8365.382,8429.119,8462.794,8383.458
1073.269775390625,1074.5548,1093.5503,1111.9692,1113.6134,1109.6885
4526.1201171875,4532.0093,4533.0073,4541.8833,4533.9434,4536.7075
1715.1724853515625,1722.1655,1723.0883,1726.1989,1717.763,1726.6707
7378.2314453125,7398.9263,7400.1406,7443.568,7408.2686,7417.8105
3326.3310546875,3385.4475,3471.897,3553.3953,3601.8962,3685.7585
2437.5732421875,2444.2637,2441.008,2436.205,2449.074,2438.8508
3714.4423828125,3650.7676,3709.9448,3798.0156,3817.3203,3869.0532
3991.408203125,3993.9587,4079.3496,4132.4946,4171.6323,4266.075
4767.5146484375,4781.5605,4792.7173,4807.1973,4795.334,4792.491
1401.0648193359375,1403.8984,1406.8326,1420.7286,1415.8679,1413.2893
2034.620849609375,2038.4514,2049.6008,2078.9734,2118.8071,2144.22
1711.6923828125,1718.4894,1719.3412,1722.2771,1713.6245,1723.0098
2115.87451171875,2128.0745,2121.1863,2120.8564,2106.5144,2108.5803
1791.70849609375,1812.016,1812.9108,1813.2423,1791.0457,1831.491
8568.1884765625,8347.987,8341.617,8308.843,8281.984,8536.687
2704.65966796875,2714.1108,2713.575,2723.1477,2710.7402,2716.9927
3456.010986328125,3546.6143,3574.395,3623.3464,3680.3762,3771.2622
4077.100341796875,4124.8887,4153.361,4189.1865,4211.5503,4274.9497
8808.970703125,8946.405,9075.686,9189.803,9305.248,9342.863
5024.2978515625,5054.38,5093.4565,5113.0737,5130.5273,5151.995
1687.1446533203125,1715.9379,1772.3262,1794.8223,1829.3871,1841.8284
1548.609619140625,1555.1132,1568.9579,1585.1823,1583.94,1584.011
1426.3194580078125,1428.4028,1428.1378,1427.2814,1427.9523,1432.3097
1133.251708984375,1138.0167,1136.4963,1152.5033,1158.7358,1175.9738
6233.607421875,6384.0176,6567.118,6706.2256,6781.4097,6952.3994
3839.976318359375,3746.176,3767.498,3823.729,3879.3064,4003.2886
10049.775390625,10371.035,10722.598,11017.327,11301.784,11766.539
6160.0537109375,6165.3716,6137.44,6125.86,6125.869,6160.5938
12433.1875,12756.971,13073.46,13228.598,13343.6,13774.469
6483.2802734375,6616.502,6722.9673,6803.547,6849.4487,7099.827
4159.69287109375,4165.443,4163.938,4163.0215,4160.543,4170.3594
7912.06787109375,8079.488,8311.443,8526.943,8711.483,9038.852
8727.9677734375,8947.99,9191.644,9499.0625,9776.924,10219.729
976.44873046875,981.67334,981.31555,984.7989,981.65137,986.10803
7933.07568359375,8078.836,8256.836,8427.283,8567.482,8796.109
6084.8291015625,6211.8315,6334.4067,6450.4043,6593.1123,6885.7783
4116.9169921875,4221.803,4318.4585,4422.0454,4528.623,4650.37
4439.849609375,4594.0273,4696.545,4748.9834,4824.3027,4984.6045
1500.68212890625,1498.6729,1545.3265,1577.913,1644.4517,1663.6375
2358.992431640625,2366.9448,2361.0405,2362.67,2361.6162,2359.191
2955.079345703125,2970.597,2986.1052,3010.0854,3019.314,3025.0461
5015.6494140625,5041.5405,5156.4526,5370.079,5502.387,5693.6665
12575.74609375,12738.488,12905.59,12979.063,13073.079,13332.752
1981.45166015625,1986.2362,1991.0531,2006.4169,2011.6136,1984.2405
5175.20654296875,5224.8413,5297.39,5330.4966,5388.273,5477.1147
2426.450439453125,2438.6177,2467.5935,2492.1885,2520.112,2565.5583
2216.83984375,2225.0215,2226.4163,2233.4365,2247.9277,2264.659
3579.43994140625,3613.7559,3638.2258,3657.9636,3667.9775,3696.551
1640.0919189453125,1634.8374,1683.5623,1717.7273,1788.8821,1807.0701
1172.199462890625,1160.3635,1161.2701,1161.9552,1158.883,1162.95
1473.4554443359375,1485.53,1487.4143,1494.6466,1493.139,1493.2922
12145.9091796875,12223.359,12334.573,12398.086,12478.383,12712.449
1811.89794921875,1836.9867,1861.7645,1883.4777,1912.0125,1928.5492
2650.1572265625,2671.1506,2671.3333,2681.4448,2665.1294,2641.0444
1555.3857421875,1571.1355,1587.9958,1596.4022,1613.7141,1626.636
5964.26123046875,5997.03,6053.5864,6095.56,6121.7285,6202.373
1068.1737060546875,1071.4496,1067.2745,1064.4718,1064.3208,1071.017
7705.3974609375,7715.3994,7723.293,7738.897,7737.2544,7729.9014
5450.2763671875,5556.57,5748.21,5890.439,6046.953,6194.5625
4425.0419921875,4540.547,4690.893,4790.798,4938.923,5039.1963
1540.90869140625,1562.6136,1588.8438,1612.3094,1630.1375,1651.0247
1334.7205810546875,1342.5513,1350.9645,1358.7391,1366.8694,1375.7299
2668.0048828125,2704.1746,2741.4138,2775.1162,2810.9138,2847.2659
2297.388916015625,2358.764,2426.5784,2489.8462,2555.7932,2629.1218
20594.775390625,21659.559,22654.016,23815.617,25075.648,26702.508
11776.658203125,12345.074,13034.282,14256.5205,15180.988,16435.184
19175.1953125,19885.9,20718.703,21568.06,22414.031,23145.857
2191.25244140625,2221.6882,2248.3179,2284.0676,2275.04,2261.4453
3707.614990234375,3844.938,3969.4722,4086.3455,4209.9214,4403.9233
8754.904296875,9163.496,9562.3545,9952.18,10380.278,10940.381
6239.5390625,6566.2705,7043.119,7545.589,7937.345,8350.732
6558.99169921875,6700.7344,6915.885,7125.043,7370.1367,7559.909
2476.69775390625,2547.558,2641.86,2705.8135,2803.7407,2893.538
3857.45849609375,3991.7434,4163.244,4336.075,4484.6274,4637.592
1877.77490234375,1906.7434,1994.9824,2067.497,2115.3396,2154.894
10739.638671875,10992.209,11349.07,11658.294,11995.567,12521.668
4733.701171875,4969.912,5305.2344,5602.983,5929.8267,6296.632
3327.261962890625,3498.563,3710.7402,3938.8013,4151.077,4387.4795
2620.25,2711.9175,2836.6455,2965.6794,3084.6787,3246.1963
14588.1328125,15413.496,16480.453,18108.68,19431.613,21205.885
19828.986328125,20485.432,21293.26,22115.176,22878.137,23504.373
4376.89208984375,4502.915,4644.9883,4847.0835,5038.504,5312.3057
5282.37255859375,5466.1133,5670.9985,5883.7334,6098.3237,6405.4917
10282.494140625,10644.218,11075.313,11593.146,12015.669,12600.567
8586.2275390625,8735.321,9376.984,9997.879,10485.775,11113.747
10345.6953125,10491.471,10478.254,10834.049,11060.789,11395.065
2068.6064453125,2113.8596,2171.6384,2240.9873,2300.8777,2344.2764
6096.03955078125,6348.2573,6722.851,7302.329,7753.318,8425.535
9020.5966796875,9185.122,9490.977,9837.584,10134.313,10538.236
3587.314208984375,3785.2903,4043.0513,4319.706,4584.542,4874.864
10316.958984375,10680.087,11187.894,11771.207,12294.373,13144.791
3777.66748046875,3927.6592,4068.769,4275.0693,4447.1104,4629.2417
11571.345703125,12242.574,13262.721,14410.76,15136.422,15928.197
2261.15380859375,2376.0547,2549.2427,2714.9292,2878.8364,3048.796
15535.853515625,15857.925,16254.177,16529.014,16909.258,17209.11
1151.1715087890625,1202.0737,1152.9702,1160.6167,1124.2987,1039.5117
