V1,V2,V3,V4,V5,V6,V7,V8
9052.57421875,9020.475,9040.078,9048.251,9104.806,9096.978,9102.089,9105.207
4464.2294921875,4436.377,4432.8945,4458.0796,4487.1274,4495.459,4486.882,4489.5615
6327.24951171875,6297.0693,6344.722,6342.735,6319.9946,6323.7607,6386.0015,6384.129
5400.17724609375,5523.3164,6126.959,6011.921,5393.238,5522.3433,6147.129,6072.325
5233.99462890625,5264.699,5260.6704,5268.2183,5295.9175,5325.9155,5319.014,5324.016
1903.3892822265625,1902.2458,1906.123,1902.3423,1908.539,1906.1566,1911.4427,1908.565
2108.900390625,2104.3467,2108.5928,2107.7395,2120.3694,2114.9219,2120.5537,2117.452
5408.7919921875,5442.8926,5427.819,5458.283,5481.64,5519.37,5491.935,5524.302
1282.16015625,1287.0792,1275.9119,1272.7639,1289.2373,1294.2415,1282.263,1278.6494
1922.70556640625,1914.3353,1920.7698,1916.3434,1926.9547,1918.7888,1924.0391,1919.7356
3360.8037109375,3373.2173,3372.9219,3367.8838,3357.7688,3378.4487,3367.2954,3366.644
9622.640625,9698.427,9652.294,9677.857,9645.273,9712.605,9675.037,9707.107
1397.8140869140625,1375.8848,1386.589,1398.024,1401.5427,1382.672,1395.2412,1400.605
8910.1943359375,8990.195,8973.137,8954.89,8993.458,9080.875,9040.228,9028.315
9236.90625,9316.908,9248.384,9279.449,9272.761,9357.825,9272.504,9314.688
1513.9185791015625,1512.8123,1517.7146,1445.315,1519.5051,1530.1476,1534.4619,1448.4376
5781.7353515625,5774.418,5793.133,5778.669,5779.6255,5782.726,5792.362,5778.8545
2637.163330078125,2622.9404,2657.1008,2599.8123,2645.5078,2631.9407,2659.2856,2610.2087
1651.8408203125,1649.6696,1655.3011,1656.5571,1659.8545,1657.9529,1663.8477,1663.8975
6881.02880859375,6896.7983,6878.97,6906.486,6917.224,6939.6963,6915.454,6936.472
2966.13134765625,2973.7878,3008.946,2925.5986,2972.573,2980.4846,3013.341,2932.2063
1467.9248046875,1471.6838,1470.0619,1465.4797,1477.3344,1481.3353,1478.9459,1474.1573
7309.86376953125,7333.337,7323.186,7271.914,7312.2188,7328.8696,7320.3013,7271.8384
9421.6865234375,9515.453,9497.996,9391.734,9441.395,9530.285,9535.857,9388.849
1385.2230224609375,1388.9202,1396.7357,1389.9634,1389.2817,1392.2483,1400.3594,1394.8147
2808.232177734375,2838.232,2884.6555,2913.115,2940.6152,2965.482,3007.6504,3028.3179
2085.455322265625,2104.713,2109.5144,2119.673,2120.3162,2141.3494,2147.4758,2153.358
2930.5234375,3005.2312,3093.4033,3157.0947,3237.5566,3312.6035,3385.6836,3434.6301
3211.346923828125,3230.6614,3292.0059,3338.358,3377.4194,3392.8057,3454.5002,3487.711
4754.4912109375,4812.418,4873.1787,4916.832,4936.079,4979.1816,5047.0527,5079.823
6284.0048828125,6404.9033,6504.4023,6599.71,6689.691,6796.2554,6875.817,6967.672
10838.58984375,11023.22,11167.224,11319.022,11462.591,11649.435,11774.516,11884.555
3233.420166015625,3255.1355,3276.0022,3240.3154,3274.1282,3286.9746,3307.888,3280.7388
1098.54248046875,1104.0201,1105.294,1111.3923,1118.5367,1130.8129,1129.4137,1135.5648
10714.59765625,10752.326,10777.435,10803.457,10826.262,10852.782,10871.902,10895.606
4941.85791015625,4985.0454,4909.5137,4965.638,4960.0303,5020.9634,4985.882,5024.5366
3909.544189453125,3910.9138,3906.247,3953.6448,3984.7676,3998.3696,3985.3162,4015.2102
5244.74755859375,5289.173,5335.4736,5382.4663,5431.033,5474.835,5511.2925,5550.6084
3047.474853515625,3074.8704,3101.854,3135.0125,3158.3413,3188.875,3212.6338,3234.8738
1608.8377685546875,1614.5605,1623.0691,1629.9421,1636.9165,1641.6251,1649.4636,1654.6101
13560.455078125,13597.288,13669.683,13732.425,13788.091,13814.187,13888.95,13933.754
17770.337890625,17918.03,18084.908,18239.918,18377.975,18504.092,18645.854,18781.23
17327.69921875,17472.486,17636.918,17789.32,17924.8,18048.203,18188.484,18321.146
1679.9678955078125,1689.5354,1708.7904,1713.6575,1724.6887,1731.7046,1749.4979,1752.421
6802.98583984375,6807.296,6806.5825,6805.9204,6800.5737,6805.2397,6807.7446,6805.56
4521.21044921875,4522.584,4522.4937,4521.8047,4519.6855,4522.4185,4523.42,4522.7866
2200.213134765625,2195.7043,2192.6665,2190.6846,2189.5447,2188.6187,2191.4153,2195.3813
3457.309326171875,3462.6248,3484.563,3465.9531,3470.5845,3502.414,3488.793,3502.1282
12288.2451171875,12280.871,12275.551,12270.124,12275.237,12283.986,12261.909,12263.954
33483.09765625,33860.684,34550.66,34456.56,34958.438,35456.4,35857.33,35878.695
1108.3516845703125,1107.9423,1111.3302,1110.7412,1110.6191,1110.1606,1106.6841,1109.0024
2374.99853515625,2385.825,2395.1187,2404.5112,2415.633,2422.5586,2430.7527,2440.2969
3862.755859375,3854.984,3859.7825,3863.2483,3864.5852,3859.1987,3844.6748,3857.4148
8384.1494140625,8376.528,8343.318,8336.987,8349.829,8363.42,8359.815,8348.718
8484.416015625,8353.554,8305.173,8429.02,8514.157,8324.419,8349.111,8352.409
1078.7232666015625,1078.0105,1074.9105,1074.0454,1074.2935,1077.087,1076.8867,1074.4617
7229.27587890625,7242.899,7250.6367,7244.694,7244.3203,7239.5845,7222.9243,7229.2676
1573.8126220703125,1581.8971,1589.6195,1596.6783,1604.309,1610.7399,1616.8875,1624.5212
4001.462158203125,3986.2185,3993.6494,3991.8982,3980.687,3992.7595,3993.402,4006.4487
5921.7001953125,5904.967,5915.116,5915.299,5906.2153,5907.116,5910.5234,5924.5938
8959.947265625,8963.893,8978.659,8933.527,8980.801,8960.607,8953.275,8923.005
21193.0546875,21278.873,21353.73,21420.404,21506.006,21561.547,21623.52,21691.451
2439.260986328125,2430.0122,2422.5542,2421.102,2421.9873,2420.6406,2422.1382,2426.9268
1510.3431396484375,1497.043,1469.6443,1469.4824,1455.7178,1485.4202,1488.758,1502.9955
6893.33154296875,6876.2637,6855.2217,6848.1245,6855.315,6847.8955,6854.04,6868.1875
4285.7451171875,4285.492,4289.996,4286.3076,4288.8867,4289.2544,4281.616,4276.3115
2282.4072265625,2280.321,2278.4448,2276.9922,2276.8918,2279.067,2284.1733,2284.9658
2291.43212890625,2290.6133,2288.3506,2287.9602,2288.4075,2290.151,2289.6445,2289.2424
6077.7841796875,6077.07,6066.0107,6063.6216,6066.8286,6073.1123,6074.3384,6068.6763
1823.705810546875,1826.5028,1831.9257,1834.1931,1840.0515,1840.6769,1846.5632,1849.2434
3681.33154296875,3720.294,3748.7974,3772.8462,3799.5671,3827.832,3854.8462,3880.3213
6250.9501953125,6246.692,6256.6133,6251.884,6248.8257,6242.7485,6249.3403,6243.296
2318.04248046875,2312.9976,2317.4722,2318.6216,2317.6355,2313.7717,2319.1853,2320.2043
3091.649658203125,3095.7139,3098.2524,3107.002,3100.85,3098.4934,3102.2751,3113.0332
2327.17578125,2325.42,2323.603,2324.506,2325.977,2325.186,2324.1138,2325.0977
5675.9140625,5669.9673,5659.923,5665.063,5666.9946,5672.9634,5668.0044,5675.5566
3903.3779296875,3899.583,3903.1155,3903.171,3898.0496,3899.5898,3902.7734,3903.6604
3394.67626953125,3400.9492,3404.6426,3403.981,3399.3376,3402.6687,3393.964,3394.2048
3268.782958984375,3266.1333,3268.9,3267.7903,3266.6392,3265.0747,3269.9167,3269.8784
1413.5941162109375,1447.6097,1430.1926,1441.8778,1426.0795,1456.2244,1447.7772,1456.5883
2434.14111328125,2429.5962,2425.274,2425.0166,2422.9414,2426.8218,2430.9546,2435.8633
1528.6700439453125,1418.1404,1521.2156,1657.2598,1523.713,1458.0548,1541.8236,1687.8468
4074.684814453125,4100.7334,4111.9326,4147.3086,4160.9385,4188.077,4193.4263,4217.651
3238.575439453125,3253.9216,3264.7695,3279.0713,3291.7576,3307.058,3313.8813,3329.5156
1476.751708984375,1505.0026,1534.1724,1551.6248,1574.3684,1592.1589,1620.9932,1636.6808
1681.6898193359375,1684.0654,1687.4955,1685.4729,1678.5062,1682.9999,1680.0958,1685.1011
3316.5029296875,3315.819,3316.831,3324.265,3316.1948,3325.7207,3325.763,3326.7378
1777.03369140625,1791.8029,1808.4907,1823.9917,1837.7975,1850.409,1864.5852,1878.1229
10318.4912109375,10332.997,10354.097,10341.47,10298.9795,10325.601,10308.319,10338.741
1425.3306884765625,1420.2899,1430.7616,1427.0498,1420.9948,1430.7433,1430.3296,1429.2461
5956.0322265625,5978.2876,6007.7544,6025.3745,6040.3936,6064.1533,6090.215,6106.18
1218.1102294921875,1225.6677,1234.937,1240.9432,1246.9159,1253.6815,1261.2196,1266.2069
1074.8663330078125,1078.2098,1083.7959,1085.6818,1088.4631,1091.6522,1096.3264,1097.7556
1129.7333984375,1133.2471,1139.1208,1141.1025,1144.0256,1147.3776,1152.2931,1153.7948
7853.666015625,7840.741,7857.3477,7877.436,7863.4624,7868.282,7886.3564,7914.0303
3336.501953125,3382.5435,3399.787,3429.3909,3456.186,3497.6387,3497.7642,3523.222
3347.96533203125,3405.78,3414.3025,3461.3584,3488.3086,3547.1738,3538.016,3579.605
10037.5966796875,10108.355,10194.969,10266.021,10327.655,10397.931,10465.358,10528.463
1116.1019287109375,1121.0076,1122.8535,1122.4554,1118.0491,1123.5103,1124.8417,1125.1815
2761.195556640625,2759.5747,2753.491,2762.9255,2749.981,2756.27,2750.7344,2764.1138
1055.3223876953125,1058.0093,1056.2662,1057.9395,1057.5692,1059.0239,1057.9553,1061.0922
10462.203125,10565.3955,10625.716,10734.192,10813.674,10905.383,10944.315,11036.975
6345.9599609375,6410.868,6469.3926,6528.1367,6580.9814,6639.5693,6689.8013,6746.4985
9437.830078125,9470.025,9484.426,9513.476,9529.316,9533.712,9537.681,9576.965
7602.89111328125,7671.6626,7736.296,7798.71,7855.0493,7918.8125,7972.4727,8034.139
12043.2578125,12038.154,12063.895,12080.332,12067.198,12064.435,12088.247,12108.443
5930.7861328125,5983.367,6020.952,6068.8667,6106.6465,6152.649,6183.464,6232.0693
18094.140625,18124.77,18476.926,18591.104,18854.113,18833.537,19189.98,19180.068
12392.408203125,12614.225,12833.668,12973.918,13280.063,13423.986,13635.619,13760.882
11705.6728515625,11832.065,11921.49,11993.068,12088.799,12193.52,12265.393,12335.785
10426.8583984375,10538.776,10521.579,10613.389,10701.195,10792.293,10764.897,10834.964
19352.814453125,19592.95,19843.805,20018.84,20269.465,20447.273,20670.814,20839.795
4106.859375,4003.0537,4144.7207,4071.6968,4168.4863,4093.346,4206.0566,4129.6685
5693.5078125,5634.9326,5730.992,5842.506,5881.028,5820.8315,5939.884,6019.449
6041.1357421875,5861.1973,6181.733,6243.2246,6155.3403,5905.203,6250.248,6304.6733
4457.20703125,4117.5615,4335.4517,4346.3813,4554.794,4234.7856,4429.096,4404.541
6066.91650390625,6029.7275,6013.5615,6014.9946,6003.686,6000.166,6013.0674,6052.93
1882.07763671875,1873.6344,1891.6334,1886.9994,1882.9569,1871.4811,1892.2444,1880.0614
2303.464111328125,2282.0122,2371.47,2311.4592,2308.5183,2279.9023,2380.0742,2314.6973
7556.13037109375,7786.768,7850.3022,7590.8335,7582.405,7827.461,7893.5693,7620.765
989.3101806640625,975.10864,1152.8394,1221.886,1001.2413,987.8537,1167.0801,1253.5803
2480.139404296875,2506.6836,2525.997,2520.9512,2510.5574,2535.254,2541.4136,2544.2756
1226.835205078125,1213.2144,1230.5017,1248.4419,1273.1383,1261.4434,1277.9586,1290.3988
7777.89111328125,6660.764,6973.0894,6768.756,7839.8354,6813.211,7103.0615,6816.284
1479.159912109375,1402.2161,1433.4633,1388.5221,1490.131,1423.6464,1441.6156,1394.4241
1212.82421875,1217.8396,1223.8192,1228.6766,1232.9308,1237.2329,1242.1395,1246.7068
1219.5970458984375,1224.6973,1230.8115,1235.5146,1239.7616,1244.2625,1249.2279,1253.8727
1186.312744140625,1188.1747,1198.5881,1205.2977,1207.7175,1209.4907,1218.8394,1224.7244
1223.5609130859375,1229.4567,1236.2059,1240.6649,1245.0618,1250.2153,1255.8142,1259.7991
1229.926513671875,1236.6284,1244.4294,1249.4775,1254.5444,1260.6201,1266.9126,1271.5292
1231.170166015625,1237.6644,1245.8885,1250.8661,1256.2823,1262.0166,1269.0936,1273.5881
1206.5496826171875,1212.6869,1219.9321,1224.591,1229.3844,1234.558,1240.639,1244.9169
1242.97314453125,1251.3123,1260.3625,1267.6597,1272.7549,1279.7369,1287.4957,1294.3436
1243.6566162109375,1253.4385,1260.3319,1268.209,1273.7062,1282.5757,1287.5428,1294.5245
1239.22021484375,1243.3665,1247.3448,1256.0061,1259.0697,1262.9806,1266.1895,1273.885
1265.5496826171875,1267.6837,1279.5039,1286.634,1292.1141,1294.1069,1303.871,1311.9954
1205.7916259765625,1210.6083,1216.4618,1220.3815,1223.6294,1228.2135,1233.096,1236.565
1192.903076171875,1198.5492,1203.8284,1207.3369,1211.3369,1216.448,1220.3096,1223.6095
1194.923095703125,1200.4067,1206.2516,1211.1871,1215.3553,1220.1687,1224.9274,1229.5055
1223.4073486328125,1228.9143,1235.2509,1239.2407,1243.8102,1248.5217,1253.6123,1257.52
1233.8997802734375,1239.9368,1249.5577,1254.3145,1258.4619,1263.2664,1272.1997,1277.8274
1221.892822265625,1228.3257,1233.4266,1240.2017,1244.4695,1249.4825,1253.8862,1260.0796
1192.064208984375,1198.7161,1203.7051,1208.861,1213.503,1219.1991,1222.9552,1228.0536
1209.2408447265625,1216.4269,1223.7588,1228.1687,1232.1813,1238.802,1244.6484,1248.9482
1291.15185546875,1300.3776,1311.8135,1317.689,1323.8406,1332.23,1341.3895,1347.2196
1220.5609130859375,1226.1654,1235.3793,1239.0258,1243.0492,1247.2842,1255.1978,1259.2582
1222.62548828125,1227.2461,1232.2084,1236.857,1241.0876,1244.9185,1248.9833,1253.1758
1228.5081787109375,1232.8191,1235.226,1243.5211,1246.8025,1250.3959,1252.5577,1259.4382
1226.2169189453125,1230.6809,1235.4214,1239.52,1243.7697,1247.5502,1251.187,1255.0344
1175.744384765625,1179.0009,1181.7572,1185.0796,1187.862,1190.8032,1192.7021,1195.7599
1222.51904296875,1228.0894,1234.9907,1240.2157,1244.8732,1249.7605,1255.4937,1260.3444
1235.4554443359375,1241.2668,1249.0164,1253.7839,1258.6759,1263.7443,1270.2277,1275.1123
1210.3955078125,1215.4181,1223.0134,1228.6069,1232.7484,1237.3441,1243.6353,1248.542
1237.517822265625,1247.1908,1256.1445,1261.7358,1266.6154,1275.0664,1283.2933,1288.2606
1264.279052734375,1270.5839,1274.7367,1282.8981,1286.7197,1292.4852,1295.2252,1302.9281
1234.2117919921875,1238.9608,1241.8823,1249.359,1252.2467,1256.8899,1258.688,1265.6075
1228.9239501953125,1233.3586,1235.7487,1243.3866,1246.0518,1250.4612,1251.8931,1258.9115
1251.16357421875,1256.2092,1260.355,1264.9244,1268.6075,1272.9696,1276.2277,1279.94
1193.488525390625,1196.6782,1199.2223,1204.033,1206.5275,1209.765,1211.5658,1215.9557
1186.825927734375,1189.5865,1191.4714,1196.4386,1198.386,1201.3469,1202.5349,1207.0717
1182.198974609375,1184.6847,1186.4554,1192.0132,1193.3167,1196.2516,1197.217,1202.4669
1360.3394775390625,1370.3221,1376.4207,1389.237,1394.8489,1404.3406,1408.0812,1419.8154
1703.5162353515625,1713.5999,1705.014,1718.0868,1706.0536,1714.042,1709.3232,1723.5114
1686.6829833984375,1684.7854,1683.6868,1699.7222,1695.6487,1697.6349,1696.6257,1716.043
1627.8804931640625,1621.6053,1639.8188,1646.9535,1665.0574,1660.9983,1670.6567,1697.3029
1679.75048828125,1683.8029,1683.7988,1692.3728,1699.5502,1704.2275,1705.4404,1712.4553
2402.684814453125,2409.183,2425.8762,2437.8145,2457.073,2455.7864,2473.5728,2486.6553
1229.122802734375,1281.5367,1330.4496,1380.1257,1411.3801,1458.794,1493.3672,1544.5461
4962.8056640625,4437.565,4692.746,4929.513,5007.9033,4379.9126,4665.3237,4991.992
1519.330078125,1545.0809,1571.686,1561.2506,1536.8662,1544.4646,1594.2063,1654.4067
18366.412109375,18582.1,18858.479,19084.438,19372.682,19564.86,19787.262,19999.947
11466.720703125,11678.837,11454.156,11823.289,11652.939,12475.369,12139.781,11741.558
12679.3466796875,12603.312,7938.4824,11107.02,12308.207,12716.006,8204.144,11272.994
2072.579833984375,2123.2954,2511.724,2575.709,2373.1616,2090.315,2595.8728,2690.0662
6831.8193359375,6062.2593,5835.69,6478.909,7286.204,6536.064,6290.0225,6869.1724
1236.9471435546875,1051.2749,1489.7881,905.32275,1233.416,1184.3499,1600.7808,1000.40857
9998.7119140625,10272.293,10385.159,10674.232,10847.109,11025.994,11144.516,11354.301
13706.4033203125,14579.215,14892.541,15467.718,14173.682,15143.381,15440.645,16049.42
6468.2080078125,6611.248,6552.882,7150.4224,6468.547,6665.6743,6573.4873,7126.2974
7180.3916015625,7260.8057,7224.506,7138.4873,7083.7197,7165.909,7201.4224,7293.7266
10815.591796875,10890.222,10953.438,11034.055,11091.238,11157.83,11207.225,11273.58
1637.584228515625,1632.2834,1622.8326,1578.35,1599.0505,1659.8589,1618.3828,1574.3264
10783.701171875,10855.563,10875.569,10955.045,10997.514,11064.203,11072.176,11149.227
16612.8515625,17081.646,17632.451,18257.95,18557.957,18896.627,19374.484,19973.0
3663.333740234375,3757.0942,3884.2393,3987.1406,4074.6562,4154.5107,4256.306,4359.9424
12177.99609375,12474.447,12868.879,12873.99,12646.1875,12954.223,13308.02,13294.323
9705.5498046875,9714.594,9673.797,9750.154,9774.364,9803.694,9777.46,9820.339
11521.9287109375,11496.055,11377.441,11477.071,11495.765,11479.825,11445.961,11490.824
16352.318359375,16814.955,17083.719,17451.123,17894.66,18269.42,18444.094,18804.559
29615.16015625,30558.04,30739.363,32081.559,32604.484,33370.53,33444.95,34573.645
24849.94921875,25575.373,26346.285,27002.19,27717.453,28269.229,28911.785,29564.162
16365.1240234375,16823.998,17091.508,17457.703,17899.508,18271.45,18444.91,18803.752
4757.12646484375,4848.1797,4934.1035,4931.6953,5060.84,5129.253,5181.5605,5163.957
10800.2001953125,10868.743,10858.601,10969.107,11023.423,11083.856,11063.399,11157.451
11365.0400390625,11463.088,11518.06,11660.554,11718.66,11815.728,11857.248,11989.043
7894.103515625,7868.3354,7923.98,7912.5522,7945.6387,7902.9355,7938.3203,7975.21
11180.2578125,11060.703,11086.873,11259.455,11292.21,11182.903,11259.186,11326.688
12585.369140625,12526.136,12847.197,12827.945,12583.456,12676.817,12890.03,12972.639
6009.6240234375,5857.3887,5910.6963,5843.611,6004.0063,5867.759,5921.658,5869.7227
7426.26953125,7311.089,7268.3643,7299.381,7529.3984,7381.6123,7307.5713,7343.347
12881.6767578125,13257.67,13289.994,13563.095,13890.761,14219.431,14198.693,14380.979
2483.513916015625,2485.0632,2483.8,2481.9492,2496.1208,2508.521,2509.0278,2527.6455
10707.5869140625,10738.04,10745.16,10789.501,10834.546,10869.3,10868.108,10916.261
11054.7265625,11072.034,11091.54,11156.822,11237.638,11247.678,11250.694,11295.456
8046.701171875,7984.577,8040.7007,8075.4478,8108.0137,8018.8057,7957.7676,7943.2104
1579.2655029296875,1568.9497,1559.4469,1573.5829,1576.8259,1574.1328,1548.4344,1531.2262
9635.244140625,9568.403,9617.641,9676.495,9705.383,9603.402,9511.258,9477.6
9514.533203125,9467.502,9478.938,9576.369,9527.367,9442.079,9421.13,9528.242
7400.1494140625,7362.4453,7619.016,7749.5967,7701.239,7668.007,7903.5283,8069.923
5626.318359375,5592.569,5652.1074,5563.2607,5562.5146,5599.4043,5662.732,5579.907
2874.345703125,2974.9976,3001.254,3044.475,3089.8896,3188.0247,3179.0278,3219.023
490.90673828125,468.604,448.68774,444.84546,439.3615,443.48077,447.5091,469.47742
1775.0784912109375,1719.8575,1672.5055,1658.6523,1680.6238,1681.6874,1685.0269,1708.2759
3785.26953125,3785.4453,3793.3967,3772.7063,3777.093,3771.296,3768.8184,3768.3035
13747.919921875,13797.733,13814.577,13892.068,13807.894,13944.586,13999.625,13976.01
5687.89990234375,5942.0264,6206.1714,6027.68,5583.461,5945.2725,6325.738,6062.4385
845.8671264648438,863.0962,858.59753,860.90576,842.69556,857.2745,858.4219,859.57336
25289.322265625,25365.8,26120.447,25737.875,25981.107,25912.396,26707.572,26355.527
11099.4853515625,11176.64,11231.286,11268.07,11380.517,11438.454,11461.808,11496.086
1416.03173828125,1421.2249,1438.3549,1408.0043,1417.391,1426.5403,1440.9692,1412.1274
12103.6240234375,12048.982,12149.428,11973.072,12094.843,11982.346,12223.0205,11928.936
11226.15625,11213.548,11252.877,11155.792,11187.546,11242.258,11219.074,11145.215
4006.18603515625,4041.4941,4117.048,4183.3965,4240.251,4276.814,4325.644,4379.853
1269.10009765625,1280.9843,1301.5632,1316.2291,1327.1292,1340.1702,1357.0231,1374.3761
11184.14453125,11289.648,11362.498,11439.319,11548.964,11636.454,11681.606,11753.927
8240.4443359375,8203.386,8219.284,8240.213,8240.753,8212.755,8234.7295,8249.487
6847.875,6817.522,7003.1753,7050.2754,7095.6826,7052.388,7209.8457,7279.433
5001.931640625,4979.1284,5120.345,5172.801,5185.539,5186.6997,5325.091,5364.764
4349.62109375,4318.023,4427.97,4452.614,4448.8667,4426.7773,4534.317,4555.76
3450.946533203125,3452.0632,3455.185,3460.4912,3462.746,3467.4104,3469.0642,3474.1646
2254.419921875,2338.3108,2366.0405,2455.081,2510.3997,2586.8628,2603.3247,2677.1929
10053.21484375,9789.863,9691.742,9771.355,10062.603,9786.841,9728.482,9777.169
15652.005859375,15982.811,16489.15,16661.92,17044.18,17175.37,17646.566,17869.719
6365.21484375,6478.5864,6540.1123,6671.6978,6644.959,6769.386,6818.573,6944.0913
2283.048583984375,2297.8118,2338.4333,2370.8728,2384.5825,2402.821,2442.7954,2464.615
2049.17041015625,2069.8657,2105.4019,2138.231,2141.1465,2161.0059,2191.9634,2222.7324
3025.192138671875,3080.2231,3115.7512,3173.859,3217.0889,3286.5413,3315.7305,3350.6465
1814.72119140625,1842.5057,1832.9626,1859.6428,1861.4276,1894.1635,1877.1143,1905.8585
4372.58251953125,4430.4736,4401.753,4436.8203,4459.4795,4470.3135,4470.4165,4553.422
12107.3505859375,11963.289,12023.708,12154.278,12069.116,12176.417,12120.006,12511.374
8088.9189453125,8037.768,8151.8857,8062.3853,8030.644,8050.437,8172.87,8056.598
3297.659423828125,3300.469,3406.8218,3374.7986,3513.7588,3501.159,3581.9453,3550.062
7263.94287109375,7264.0444,7255.277,7261.6274,7265.014,7269.4497,7269.7095,7266.808
7272.88671875,7341.018,7406.9424,7457.751,7528.494,7584.416,7627.906,7675.065
2178.85546875,2184.1357,2220.5574,2248.3672,2248.769,2257.179,2287.2925,2318.9731
9988.4501953125,9947.875,9998.195,10025.714,10060.624,9983.689,9863.987,9813.675
3189.88037109375,3213.374,3234.2373,3256.4072,3271.3335,3292.6294,3300.2075,3318.7
11971.88671875,12160.978,12460.393,12619.057,12777.114,12880.783,13154.133,13313.802
10320.5,10181.389,10301.216,10400.3125,10436.121,10540.334,10517.339,10896.732
15327.6044921875,15200.287,15506.054,15414.753,15341.305,15502.975,15604.24,15607.096
9640.51171875,9573.31,9622.743,9681.915,9710.757,9608.402,9516.059,9482.901
9012.509765625,9016.876,9192.571,8952.155,8974.394,9060.973,9215.681,8988.698
26229.591796875,26683.395,26879.854,27034.693,26971.096,27338.016,27592.764,27762.803
7120.103515625,7101.9624,7144.081,7352.627,7178.161,7192.6353,7233.8643,7461.273
8106.3271484375,8545.089,8302.069,8443.682,8245.326,8667.874,8479.983,8592.05
3369.506591796875,3277.4165,3313.7595,3470.5774,3440.1548,3357.6729,3393.9287,3556.156
1366.7265625,1360.7383,1338.6232,1385.4819,1370.5461,1400.5305,1368.7421,1416.5336
7925.54248046875,7961.986,7771.432,8188.2812,7861.086,8053.256,7893.258,8212.1455
8700.5732421875,8873.778,8962.598,9202.152,9368.392,9544.155,9585.658,9827.517
7565.3955078125,7681.036,7815.8716,7779.1636,7873.162,7907.383,7955.5273,8016.9043
2489.830078125,2504.443,2472.0547,2582.5627,2560.335,2617.006,2562.9128,2676.7266
992.431396484375,1004.7446,990.021,1010.87024,1024.512,1049.8392,1021.665,1048.095
8542.736328125,8689.977,8965.891,9108.123,9319.162,9435.344,9632.311,9738.482
15349.673828125,15433.039,15960.313,16062.033,16416.46,16493.348,16840.979,16863.21
